,,5th percentile,5th percentile,median,median,95th percentile,95th percentile
ssp370,o3,0.05833117616723582,0.20321874160211312,0.06520588104875191,0.23929918799787736,0.07396432171671563,0.2809423865959784
ssp370,HFCs,0.0228592861775749,0.08637767742911404,0.025446743573667323,0.10213888416926044,0.02776689218463206,0.11696618536849085
ssp370,bc_on_snow,0.013513230477584084,0.006382475724724293,0.01704600349649381,0.011618450141326245,0.0197049595236274,0.01720205759417691
ssp370,total_anthropogenic,0.5789789239535756,2.773622810411223,0.6744128416136836,3.2475612491482426,0.7652089190190674,3.732075356533527
ssp370,total,0.546749367048343,2.727461293631368,0.6415838602178991,3.1926320640989614,0.7341280105995032,3.6735556272930903
ssp370-lowNTCF-aerchemmip,ch4,0.05921901308787325,0.23378053907549856,0.06400399568424026,0.27178484991009777,0.07192304943339367,0.3167115230100196
ssp370-lowNTCF-aerchemmip,aerosol-radiation_interactions,0.022200687006246958,0.024035476476935214,0.03629338735161476,0.04633277670303573,0.04272210248066899,0.058445395197847944
ssp370-lowNTCF-aerchemmip,aerosol-cloud_interactions,0.0778268236526174,0.303627005871265,0.07942464735323407,0.3654259223408636,0.07897169970739704,0.40590545761697366
ssp370-lowNTCF-aerchemmip,aerosol-total,0.10002751065886428,0.3276624823482002,0.11571803470484876,0.4117586990438992,0.12169380218806614,0.46435085281482164
ssp370-lowNTCF-aerchemmip,o3,0.022613097383261282,0.13436010349208616,0.029016982546761383,0.15598192160232716,0.03623494069157024,0.1841575918802522
ssp370-lowNTCF-aerchemmip,HFCs,0.0228592861775749,0.08637767742911404,0.025446743573667323,0.10213888416926044,0.02776689218463206,0.11696618536849085
ssp370-lowNTCF-aerchemmip,bc_on_snow,-0.0041208032091562125,-0.02962703281135558,-0.0006678370083727306,-0.0318656613464455,0.0012842585472647786,-0.033215968497136504
ssp370-lowNTCF-aerchemmip,total_anthropogenic,0.6509931242190583,2.970569249817545,0.7459349350366122,3.4856202427234666,0.8393356047464331,4.007601111573034
ssp370-lowNTCF-aerchemmip,total,0.6187635673138256,2.9244077330376914,0.7131059536408277,3.430691057674187,0.80825469632687,3.9490813823325963
ssp126,ch4,-0.016369056070018984,-0.14833104880162745,-0.008532139311828946,-0.16605021811238452,-0.0023118371121726433,-0.1745882584813692
ssp126,aerosol-radiation_interactions,0.026962363549502946,0.05167655795359892,0.03937170376721147,0.07642226412884975,0.045324370855443635,0.0914869104075517
ssp126,aerosol-cloud_interactions,0.20275187155496188,0.4069458228035751,0.21810811314054102,0.49924643865603824,0.2277092075276524,0.5658045479414924
ssp126,aerosol-total,0.22971423510446487,0.458622380757174,0.25747981690775257,0.575668702784888,0.27303357838309605,0.657291458349044
ssp126,o3,-0.04385495979473239,-0.13300846870209784,-0.03845767502884884,-0.15235946398355832,-0.034149930293899455,-0.1629074584054218
ssp126,HFCs,0.016157759113297088,-0.0012484852162101788,0.01972570635030914,0.002358945708827073,0.022146117507091386,0.00551044908919171
ssp126,bc_on_snow,-0.02106008881116891,-0.038076609972621876,-0.020268509019858143,-0.04426870886740982,-0.019993427332267062,-0.04878241379886533
ssp126,total_anthropogenic,0.46044237211314076,0.4891690263510775,0.5768618108274552,0.723288058228921,0.6711545285073088,0.9587032413251759
ssp126,total,0.4282128152079081,0.4430075095712229,0.5440328294316705,0.6683588731796402,0.6400736200877444,0.9001835120847392
ssp245,ch4,0.03273529754823579,-0.011723465553798607,0.03887355097827794,-0.00636589921649533,0.046293953123871634,0.007203159108748303
ssp245,aerosol-radiation_interactions,0.008404424175175923,0.01204801212869197,0.02282581206152523,0.031972722124610914,0.02891252597173355,0.04173420435328404
ssp245,aerosol-cloud_interactions,0.05476757325435139,0.31372131003753256,0.06443271949573826,0.3780190643038782,0.06637792066835257,0.41812344325823286
ssp245,aerosol-total,0.0631719974295274,0.3257693221662246,0.0872585315572636,0.40999178642848916,0.0952904466400859,0.45985764761151676
ssp245,o3,0.016411325555380107,-0.04402590161931483,0.022567669909564603,-0.043719602821847725,0.029409834511360644,-0.036037375088342094
ssp245,HFCs,0.024689238905299875,0.05169194030430488,0.027560441830531506,0.06381829717206958,0.03005130418260648,0.07494569640021512
ssp245,bc_on_snow,-0.004179309637860638,-0.03636050451743222,-0.0019331290299302653,-0.039954987771211245,-0.0004629233301317176,-0.04221326560217959
ssp245,total_anthropogenic,0.5137079979379786,1.5622152044031874,0.6208583522673166,1.9375528679218947,0.7138525323862344,2.307568031122395
ssp245,total,0.48147844103274573,1.5160536876233324,0.5880293708715318,1.882623682872614,0.6827716239666699,2.2490483018819587
ssp434,ch4,0.043574700169587643,0.1013820948105768,0.05070460550092565,0.12528406687369192,0.05894165265338114,0.15522258135442646
ssp434,aerosol-radiation_interactions,0.030528186611423744,0.008033056499888197,0.04642580001014372,0.029378797893807762,0.05388048281130545,0.040443199026170384
ssp434,aerosol-cloud_interactions,0.05415173765955311,0.2926191316464005,0.056923776999629916,0.3439743315466403,0.05601907959007346,0.3763465827941228
ssp434,aerosol-total,0.08467992427097681,0.30065218814628863,0.10334957700977354,0.37335312944044813,0.10989956240137877,0.41678978182029314
ssp434,o3,0.024275115633748345,0.03902152604455994,0.03210920182134891,0.054996087852800246,0.03993807341853145,0.07580082036314545
ssp434,HFCs,0.004880777698080093,-0.006161855387557471,0.008409666959317864,-0.003878083039045561,0.010408342121524762,-0.0020657653768668387
ssp434,bc_on_snow,0.002323623427342651,-0.029588065967831496,0.006030497648903579,-0.029949466631462085,0.008329125915909244,-0.029897010844737074
ssp434,total_anthropogenic,0.47824977541744307,0.9809025180763833,0.589304585221516,1.285360365104283,0.6822786821220901,1.5854591231923636
ssp434,total,0.44602021851221085,0.9347410012965287,0.5564756038257315,1.2304311800550025,0.6511977737025265,1.526939393951927
ssp370-lowNTCF-gidden,ch4,-0.026824055517112033,-0.12266543394490942,-0.01527262601349827,-0.14287012138156943,-0.008022562278536594,-0.15301149572322123
ssp370-lowNTCF-gidden,aerosol-radiation_interactions,0.022200687006246958,0.024035476476935214,0.03629338735161476,0.04633277670303573,0.04272210248066899,0.058445395197847944
ssp370-lowNTCF-gidden,aerosol-cloud_interactions,0.0778268236526174,0.303627005871265,0.07942464735323407,0.3654259223408636,0.07897169970739704,0.40590545761697366
ssp370-lowNTCF-gidden,aerosol-total,0.10002751065886428,0.3276624823482002,0.11571803470484876,0.4117586990438992,0.12169380218806614,0.46435085281482164
ssp370-lowNTCF-gidden,o3,-0.03016549690384604,-0.09369352682038815,-0.019764730783601525,-0.10745277773689779,-0.013009871284675067,-0.11315679570008363
ssp370-lowNTCF-gidden,HFCs,0.02289913593027447,0.07478761384370357,0.02552054676369544,0.08948016449731272,0.02785380705851848,0.10317591927074461
ssp370-lowNTCF-gidden,bc_on_snow,-0.0041208032091562125,-0.02962703281135558,-0.0006678370083727306,-0.0318656613464455,0.0012842585472647786,-0.033215968497136504
ssp370-lowNTCF-gidden,total_anthropogenic,0.5051740574886918,2.3242072495809456,0.6116870816630904,2.73642892647318,0.7039903785727839,3.160728662345062
ssp370-lowNTCF-gidden,total,0.47294450058345916,2.2780457328010915,0.5788581002673059,2.6814997414239,0.6729094701532199,3.1022089331046248
