year,ssp534-over,ssp370-lowNTCF-gidden,ssp119,ssp370,ssp434,ssp460,ssp585,ssp126,ssp245,ssp370-lowNTCF-aerchemmip
2015,-0.006385615931616573,-0.0056591161466399975,0.006383432797237687,-0.012768144835755113,-0.008139929515271538,-0.008294118722504795,-0.006142916232471152,0.007025635277495279,-0.0012451574946114596,-0.006126546907139263
2016,-0.006876664488401907,-0.006159576195275462,0.005819518932597301,-0.013226469181066292,-0.008638339887898971,-0.00879252969185268,-0.006633965530216446,0.0064576581998841975,-0.0017773234840837149,-0.0066270064289027375
2017,-0.007444851364292571,-0.006773218318768814,0.004820364341904804,-0.013592845172867019,-0.009220189413894131,-0.009374379605604055,-0.007204347578364079,0.005429900776430241,-0.0025751826191891536,-0.007235954768227804
2018,-0.006903946900525149,-0.006330668835378528,0.004091364554732968,-0.012431232862928965,-0.008616853435955474,-0.008771043877174312,-0.006678514552856896,0.004599676036132538,-0.002665517087387048,-0.006762800186192575
2019,-0.005261525320360394,-0.004830685231843157,0.0029769009165573346,-0.009391723339095825,-0.006653521350060088,-0.006807709205055856,-0.0050852331291907915,0.0032330777252401743,-0.002314920807419296,-0.005166501318752681
2020,-0.0023818844361333524,-0.0021055045976464126,0.0019795354271720522,-0.004502143611670395,-0.003255395607626388,-0.003409586810448173,-0.0022802927710274257,0.0018701194934206966,-0.0012304238893015018,-0.002298361348976097
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0020327845046143045,0.0015303048346115844,-0.0027977082311661516,0.004222052887902061,0.003100661929425652,0.0034135519762866773,0.0019076133058823497,-0.002322189224383653,0.0013090267477867679,0.0018825311351643448
2023,0.003860378580503865,0.0024363290624771494,-0.006284679026906104,0.00825917101803536,0.005972361093111667,0.006796338741524799,0.0035947493417187726,-0.005014705083890569,0.002655070049291719,0.00347912719581589
2024,0.005580538095413701,0.002702913334529322,-0.010365219820041072,0.01218164277291417,0.0085928225446959,0.010149759473127962,0.005165244141619729,-0.008018534701524693,0.004025701507691604,0.004885316802585304
2025,0.007263954928621974,0.0023395941619153704,-0.014958124432215059,0.016045479993679057,0.010964114187357044,0.013487318013506833,0.006693555554168118,-0.011283698965352362,0.005421360626804761,0.006175857481648006
2026,0.008966943559444218,0.0013761866334380812,-0.019990165520306857,0.019900030025356563,0.013104357686870516,0.016828875520892184,0.008238659286568695,-0.014762417093061198,0.006851546805660469,0.007414158390070091
2027,0.010723488906137002,-0.0001576876741836708,-0.02540514435109481,0.023776316909521533,0.01502940066179742,0.020185980488792388,0.009836615580014196,-0.018421207614155888,0.00831923024442699,0.008641056168376071
2028,0.01255041567561177,-0.0022345412568351986,-0.031161460000551144,0.027692540776470043,0.016750591020018912,0.023562725810396812,0.011505245922265261,-0.02223819659076942,0.009822274818219456,0.009881995230379637
2029,0.014441676291837346,-0.004841110616724986,-0.03724129912658031,0.03164449251691975,0.018264364786975185,0.02694548636422539,0.013239150346104789,-0.0262111140479509,0.011342642931502611,0.011138116762969774
2030,0.016397061407323055,-0.007951553383085674,-0.04362110495081539,0.03563438135418906,0.01957804306223837,0.030330753599548843,0.015038786852569874,-0.03033023630902501,0.012872926389044692,0.012415711339718416
2031,0.01867882610772642,-0.011433522942971897,-0.04920612478068795,0.0396137718754635,0.020673074399036262,0.03368186186816163,0.017166721036705412,-0.03393674281938172,0.014225900241739586,0.013824322033025638
2032,0.021230227410265035,-0.015232850868539038,-0.054225781791308436,0.043581442353930744,0.021591865487651685,0.036993774050317674,0.019566806800075887,-0.03718653731891006,0.015418474599992682,0.015322036126469318
2033,0.024011558128697597,-0.01925149724098879,-0.05882989438977801,0.047523213658163255,0.022392578324367585,0.04024950137385702,0.022201180269009357,-0.04019309323228104,0.01644664531651774,0.016865459015243722
2034,0.026978218050737024,-0.023432156292783946,-0.06313016973927527,0.05141925595641328,0.023107096584660758,0.04342587495125194,0.02502613332282544,-0.0430494191660567,0.017297565426430905,0.018413782251990307
