percentile,scenario,year,variable,Delta T
recommendation,ssp370,2093,ch4,0.2645774749860968
recommendation,ssp370,2094,ch4,0.2676086966851195
recommendation,ssp370,2095,ch4,0.27061492127487247
recommendation,ssp370,2096,ch4,0.2735979562576794
recommendation,ssp370,2097,ch4,0.27655818620882117
recommendation,ssp370,2098,ch4,0.2794969291828557
recommendation,ssp370,2099,ch4,0.28241486291689716
recommendation,ssp370,2100,ch4,0.28531254886094554
recommendation,ssp370-lowNTCF-aerchemmip,2019,ch4,0.0
recommendation,ssp370-lowNTCF-aerchemmip,2020,ch4,0.004256681881989632
recommendation,ssp370-lowNTCF-aerchemmip,2021,ch4,0.008333090145534627
recommendation,ssp370-lowNTCF-aerchemmip,2022,ch4,0.012287635499495075
recommendation,ssp370-lowNTCF-aerchemmip,2023,ch4,0.016167085548077997
recommendation,ssp370-lowNTCF-aerchemmip,2024,ch4,0.02000425427268443
recommendation,ssp370-lowNTCF-aerchemmip,2025,ch4,0.023822057458242507
recommendation,ssp370-lowNTCF-aerchemmip,2026,ch4,0.02763601083177114
recommendation,ssp370-lowNTCF-aerchemmip,2027,ch4,0.03145617556410635
recommendation,ssp370-lowNTCF-aerchemmip,2028,ch4,0.03528946169786157
recommendation,ssp370-lowNTCF-aerchemmip,2029,ch4,0.03913952681125277
recommendation,ssp370-lowNTCF-aerchemmip,2030,ch4,0.04300808897461467
recommendation,ssp370-lowNTCF-aerchemmip,2031,ch4,0.04689542880383657
recommendation,ssp370-lowNTCF-aerchemmip,2032,ch4,0.050795396664732095
recommendation,ssp370-lowNTCF-aerchemmip,2033,ch4,0.05469761132232637
recommendation,ssp370-lowNTCF-aerchemmip,2034,ch4,0.05859397239285591
recommendation,ssp370-lowNTCF-aerchemmip,2035,ch4,0.0624794181111078
recommendation,ssp370-lowNTCF-aerchemmip,2036,ch4,0.06634982067934053
recommendation,ssp370-lowNTCF-aerchemmip,2037,ch4,0.070202623243316
recommendation,ssp370-lowNTCF-aerchemmip,2038,ch4,0.07403600387166343
