percentile,scenario,year,variable,Delta T
recommendation,ssp585,2030,o3,0.01423830369967527
recommendation,ssp585,2031,o3,0.016190491367330972
recommendation,ssp585,2032,o3,0.018397014207881146
recommendation,ssp585,2033,o3,0.020823854808448505
recommendation,ssp585,2034,o3,0.023431809700813433
recommendation,ssp585,2035,o3,0.026182013367638313
recommendation,ssp585,2036,o3,0.029073686445922897
recommendation,ssp585,2037,o3,0.032091853022506556
recommendation,ssp585,2038,o3,0.03524819399491763
recommendation,ssp585,2039,o3,0.038530654777361284
recommendation,ssp585,2040,o3,0.04194364129397682
recommendation,ssp585,2041,o3,0.04526743230793362
recommendation,ssp585,2042,o3,0.048527119517195405
recommendation,ssp585,2043,o3,0.05171725474821115
recommendation,ssp585,2044,o3,0.054834579708026354
recommendation,ssp585,2045,o3,0.05787402998750041
recommendation,ssp585,2046,o3,0.060820148251204575
recommendation,ssp585,2047,o3,0.06367771830269608
recommendation,ssp585,2048,o3,0.06645198166654975
recommendation,ssp585,2049,o3,0.06916685216708252
recommendation,ssp585,2050,o3,0.07185395372290054
recommendation,ssp585,2051,o3,0.07477813462059946
recommendation,ssp585,2052,o3,0.07785590291669547
recommendation,ssp585,2053,o3,0.08099514546746994
recommendation,ssp585,2054,o3,0.08412637562295316
recommendation,ssp585,2055,o3,0.08718936049975184
recommendation,ssp585,2056,o3,0.0901339159908412
recommendation,ssp585,2057,o3,0.09292847840903745
recommendation,ssp585,2058,o3,0.0955746857990159
recommendation,ssp585,2059,o3,0.09807212478727362
recommendation,ssp585,2060,o3,0.10042248152264915
recommendation,ssp585,2061,o3,0.10245577413366269
recommendation,ssp585,2062,o3,0.10422617773913617
recommendation,ssp585,2063,o3,0.10577075153706672
recommendation,ssp585,2064,o3,0.107112108319182
recommendation,ssp585,2065,o3,0.10826932240663872
recommendation,ssp585,2066,o3,0.10925327659446127
recommendation,ssp585,2067,o3,0.11006149243719121
recommendation,ssp585,2068,o3,0.11070269987461195
recommendation,ssp585,2069,o3,0.11119662054183604
recommendation,ssp585,2070,o3,0.11157307838383806
recommendation,ssp585,2071,o3,0.1117892968802392
recommendation,ssp585,2072,o3,0.11186707493493653
recommendation,ssp585,2073,o3,0.11180145738756597
recommendation,ssp585,2074,o3,0.11159078164077024
recommendation,ssp585,2075,o3,0.11124007679952957
recommendation,ssp585,2076,o3,0.11075048935577575
recommendation,ssp585,2077,o3,0.11012605088332295
recommendation,ssp585,2078,o3,0.1093648884948894
recommendation,ssp585,2079,o3,0.10846275950643264
recommendation,ssp585,2080,o3,0.10742147318454165
recommendation,ssp585,2081,o3,0.10606594677148107
recommendation,ssp585,2082,o3,0.10445210937075067
recommendation,ssp585,2083,o3,0.10261366087540186
recommendation,ssp585,2084,o3,0.10058665459830746
recommendation,ssp585,2085,o3,0.09839174268769207
recommendation,ssp585,2086,o3,0.09605582795507162
recommendation,ssp585,2087,o3,0.09359083538198154
recommendation,ssp585,2088,o3,0.09099948171261851
recommendation,ssp585,2089,o3,0.08828573803183687
recommendation,ssp585,2090,o3,0.08544551107614379
recommendation,ssp585,2091,o3,0.08242508817996413
recommendation,ssp585,2092,o3,0.07925600867830346
recommendation,ssp585,2093,o3,0.07597236621377101
recommendation,ssp585,2094,o3,0.07262935625294781
recommendation,ssp585,2095,o3,0.06926999259516048
recommendation,ssp585,2096,o3,0.06591531653051963
recommendation,ssp585,2097,o3,0.06257989417738447
recommendation,ssp585,2098,o3,0.059260816629195134
recommendation,ssp585,2099,o3,0.05595608160971055
recommendation,ssp585,2100,o3,0.05265309429531995
recommendation,ssp370,2019,o3,0.0
recommendation,ssp370,2020,o3,0.003597706804346845
recommendation,ssp370,2021,o3,0.007101387713687568
recommendation,ssp370,2022,o3,0.010538321154451524
recommendation,ssp370,2023,o3,0.013943161836454443
recommendation,ssp370,2024,o3,0.017342292997884368
recommendation,ssp370,2025,o3,0.020759330457042646
