scenario,variable,near-term (2021-2040)-(1995-2014),mid-term (2041-2060)-(1995-2014),long-term (2081-2100)-(1995-2014)
ssp460,total,0.8001067147077259,1.4403458060576728,2.5329949029039134
ssp460,total_anthropogenic,0.8183106601731917,1.4751612959379994,2.5741707581588305
ssp460,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp460,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp585,HFCs,0.032248650117159924,0.08236763665261851,0.21368144517211216
ssp585,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.345242271188661,0.5828642558384222,0.8247795519227819
ssp585,aerosol-cloud_interactions,0.10905277926504076,0.17780460235397144,0.2746237429136089
ssp585,aerosol-radiation_interactions,0.08634293696048731,0.0815826658924309,0.05144843998992982
ssp585,aerosol-total,0.19539571622552776,0.25938726824640224,0.3260721829035385
ssp585,aerosol-total-with_bc-snow,0.20622463107477929,0.2623397362994282,0.31083791793400867
ssp585,bc_on_snow,0.010828914849251303,0.002952468053025896,-0.015234264969530033
ssp585,ch4,0.05433947102543707,0.130987379659887,0.18474070589003977
ssp585,co2,0.5502653807330776,1.2351905299460948,3.196308626185236
ssp585,contrails,0.017291128167400083,0.033288039371896616,0.06584783161247953
ssp585,h2o_stratospheric,0.004994592862997686,0.012039657715581839,0.016980375291316616
ssp585,land_use,-0.012544369305953387,-0.02565315860992269,-0.03394247596624218
ssp585,n2o,0.03903195245973427,0.06859375003146818,0.11798703951954485
ssp585,o3,0.05242951897128484,0.1071695032264886,0.11551948292662145
ssp585,other_wmghg,0.02699742051010562,0.040670904343425296,0.13348704609369336
ssp585,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp585,total,0.9208257810333977,1.8298108521040213,4.066590694231779
ssp585,total_anthropogenic,0.9390297264988635,1.8646263419843474,4.107766549486697
ssp585,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp585,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp370,HFCs,0.025739244602604298,0.05186818147969544,0.09839088832689133
ssp370,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.22397667242869376,0.3627009648387409,0.6758477085977046
ssp370,aerosol-cloud_interactions,-0.025220090218657676,-0.056429050633237776,-0.018016669766903637
ssp370,aerosol-radiation_interactions,0.05987384609113791,0.05706253456437818,0.04882732501205547
ssp370,aerosol-total,0.03465375587248021,0.0006334839311401552,0.030810655245151586
ssp370,aerosol-total-with_bc-snow,0.05848773297485721,0.030968617111537977,0.054805552690278425
ssp370,bc_on_snow,0.023833977102377037,0.030335133180397537,0.02399489744512686
ssp370,ch4,0.06507180034662408,0.1387817297334708,0.2731044471160079
ssp370,co2,0.5454358824452324,1.1263116218227105,2.4453659276687882
ssp370,contrails,0.014707907145922405,0.02542878436719522,0.03881911220479467
ssp370,h2o_stratospheric,0.0059810510382318285,0.012756072588869863,0.025102296667187135
ssp370,land_use,-0.011824980763740958,-0.024463872143993134,-0.04858333683018283
ssp370,n2o,0.039471156880708805,0.07368183548301536,0.14906388957699773
ssp370,o3,0.07467789450460821,0.1410824365140369,0.24954682046452697
ssp370,other_wmghg,0.02054198961396622,0.010019254885379386,0.016337041124290685
ssp370,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp370,total,0.7943464887209457,1.4997509904818966,3.1623858954277733
ssp370,total_anthropogenic,0.812550434186411,1.5345664803622232,3.2035617506826903
ssp370,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp370,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp370-lowNTCF-aerchemmip,HFCs,0.025739244602604298,0.05186818147969544,0.09839088832689133
ssp370-lowNTCF-aerchemmip,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.27436867363015294,0.5316422517047454,0.9102389188628406
ssp370-lowNTCF-aerchemmip,aerosol-cloud_interactions,0.060942749371584504,0.197284060821597,0.3169546767679221
ssp370-lowNTCF-aerchemmip,aerosol-radiation_interactions,0.06381013493758758,0.07397937012367026,0.06886578159660077
ssp370-lowNTCF-aerchemmip,aerosol-total,0.12475288430917175,0.27126343094526706,0.3858204583645227
ssp370-lowNTCF-aerchemmip,aerosol-total-with_bc-snow,0.13573120390340065,0.2677516028924092,0.3684900089084814
ssp370-lowNTCF-aerchemmip,bc_on_snow,0.010978319594228791,-0.003511828052857914,-0.017330449456041487
ssp370-lowNTCF-aerchemmip,ch4,0.06507180034662408,0.1387817297334708,0.2731044471160079
ssp370-lowNTCF-aerchemmip,co2,0.5454358824452324,1.1263116218227105,2.4453659276687882
ssp370-lowNTCF-aerchemmip,contrails,0.014733235248173174,0.025189745864056763,0.03054607114751584
ssp370-lowNTCF-aerchemmip,h2o_stratospheric,0.0059810510382318285,0.012756072588869863,0.025102296667187135
ssp370-lowNTCF-aerchemmip,land_use,-0.011824980763740958,-0.024463872143993134,-0.04858333683018283
ssp370-lowNTCF-aerchemmip,n2o,0.039471156880708805,0.07368183548301536,0.14906388957699773
ssp370-lowNTCF-aerchemmip,o3,0.04782642477752397,0.07324073759917021,0.17025357451146023
ssp370-lowNTCF-aerchemmip,other_wmghg,0.02054198961396622,0.010019254885379386,0.016337041124290685
ssp370-lowNTCF-aerchemmip,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp370-lowNTCF-aerchemmip,total,0.8447638180246555,1.6684532388447635,3.3885040646356286
ssp370-lowNTCF-aerchemmip,total_anthropogenic,0.8629677634901204,1.7032687287250887,3.4296799198905465
ssp370-lowNTCF-aerchemmip,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp370-lowNTCF-aerchemmip,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp126,HFCs,0.02361562281375791,0.022852987183890443,0.011182513343278296
ssp126,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.28464096509657366,0.3473571377089595,0.3101990931649475
ssp126,aerosol-cloud_interactions,0.1901845522473431,0.3441879326535534,0.46360595267441645
ssp126,aerosol-radiation_interactions,0.06219208235565196,0.08060829191832504,0.0926510488285528
ssp126,aerosol-total,0.252376634602995,0.42479622457187816,0.556257001502969
ssp126,aerosol-total-with_bc-snow,0.24343124673110172,0.40104544648986795,0.522972380956163
ssp126,bc_on_snow,-0.008945387871893272,-0.02375077808201038,-0.033284620546806185
ssp126,ch4,0.020081981441879115,-0.025272072547966817,-0.11594440798155312
ssp126,co2,0.47667282071783934,0.740913303821351,0.7957253379179577
ssp126,contrails,0.0048766401825590215,0.00402010997050585,0.0007984930099915362
ssp126,h2o_stratospheric,0.0018458280747250672,-0.002322873425141512,-0.010656988404213114
ssp126,land_use,-0.008860439448884067,-0.010874470418595558,-0.002162558038038581
ssp126,n2o,0.034944808539600095,0.05093350482743299,0.07441373306477385
ssp126,o3,-0.0024878858901649092,-0.05126922341683193,-0.10801139315294049
ssp126,other_wmghg,0.017941682171360107,-0.021856659207268953,-0.07791454603340658
ssp126,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp126,total,0.7702427370545502,1.0505015762130268,1.0380441960838165
ssp126,total_anthropogenic,0.7884466825200153,1.0853170660933529,1.0792200513387349
ssp126,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp126,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp245,HFCs,0.02777580501103882,0.04808415310685913,0.0662630445587694
ssp245,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.25267619929204416,0.3762628604947512,0.45846621678541366
ssp245,aerosol-cloud_interactions,0.06988854519092225,0.15786464189876526,0.33644529185085986
ssp245,aerosol-radiation_interactions,0.05554664752733257,0.06021515877479203,0.05545459511296677
ssp245,aerosol-total,0.12543519271825465,0.21807980067355703,0.3918998869638265
ssp245,aerosol-total-with_bc-snow,0.1326872902667926,0.21556503385674408,0.3659147372800374
ssp245,bc_on_snow,0.007252097548537791,-0.0025147668168130077,-0.025985149683789108
ssp245,ch4,0.05002193907489666,0.06786230590790221,0.02926456819783163
ssp245,co2,0.5057101566113448,0.9471753384846989,1.60257648918614
ssp245,contrails,0.016716034391653,0.030205074538565198,0.06784013274607964
ssp245,h2o_stratospheric,0.004597748472373434,0.006237539349536705,0.002689842221525799
ssp245,land_use,-0.010806195585928505,-0.019674551721001618,-0.01367271592635498
ssp245,n2o,0.03834530716748842,0.06741949174840821,0.11054931195244828
ssp245,o3,0.04219116493931624,0.044751367623245775,-0.002976133251224672
ssp245,other_wmghg,0.02255878838576783,0.005092725838663131,-0.0207056367104117
ssp245,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp245,total,0.7838182882582392,1.3298188357464364,2.1003047404411546
ssp245,total_anthropogenic,0.8020222337237045,1.3646343256267626,2.141480595696072
ssp245,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp245,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp434,HFCs,0.015708331033851355,0.011546297617080422,0.004775823574297781
ssp434,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.2686594168157662,0.41481930295792885,0.5756419050978204
ssp434,aerosol-cloud_interactions,0.047482675687686715,0.1443827644222352,0.2866135966106422
ssp434,aerosol-radiation_interactions,0.07516587895770063,0.08039470526465498,0.05623736190818768
ssp434,aerosol-total,0.12264855464538726,0.22477746968689016,0.34285095851882963
ssp434,aerosol-total-with_bc-snow,0.13899909280917344,0.23207505229909836,0.3298237223416263
ssp434,bc_on_snow,0.016350538163786087,0.007297582612208184,-0.013027236177203451
ssp434,ch4,0.06082836496019994,0.10097327414048818,0.14999813990559463
ssp434,co2,0.47561910613196023,0.7608104419885867,0.9690058231802207
ssp434,contrails,0.01106550560699665,0.015017780562980032,0.010721642391911222
ssp434,h2o_stratospheric,0.005591017206549795,0.009280922041723788,0.013787024880766857
ssp434,land_use,-0.00651613824463429,-0.00732001040768003,-0.03196764144602533
ssp434,n2o,0.037190681625513575,0.06376897825136325,0.1229157736162514
ssp434,o3,0.053123628012541724,0.0702246789012621,0.09104421927630174
ssp434,other_wmghg,0.010311140630920507,-0.03087356622483095,-0.07817909536636958
ssp434,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp434,total,0.7680084532737561,1.1791420616726658,1.5359737535253606
ssp434,total_anthropogenic,0.7862123987392214,1.213957551552992,1.5771496087802777
ssp434,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp434,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
ssp370-lowNTCF-gidden,HFCs,0.025850980105432624,0.05077411152660295,0.08794137000265881
ssp370-lowNTCF-gidden,"Sum SLCF (Aerosols, Methane, Ozone, HFCs)",0.2068540854391065,0.21902861400901458,0.2904890835504848
ssp370-lowNTCF-gidden,aerosol-cloud_interactions,0.060942749371584504,0.197284060821597,0.3169546767679221
ssp370-lowNTCF-gidden,aerosol-radiation_interactions,0.06381013493758758,0.07397937012367026,0.06886578159660077
ssp370-lowNTCF-gidden,aerosol-total,0.12475288430917175,0.27126343094526706,0.3858204583645227
ssp370-lowNTCF-gidden,aerosol-total-with_bc-snow,0.13573120390340065,0.2677516028924092,0.3684900089084814
ssp370-lowNTCF-gidden,bc_on_snow,0.010978319594228791,-0.003511828052857914,-0.017330449456041487
ssp370-lowNTCF-gidden,ch4,0.02339547804516351,-0.055972240216189795,-0.1007258388890401
ssp370-lowNTCF-gidden,co2,0.5454840120987615,1.1181688881234737,2.4152707529826065
ssp370-lowNTCF-gidden,contrails,0.014733235248173174,0.025189745864056763,0.03054607114751584
ssp370-lowNTCF-gidden,h2o_stratospheric,0.002150386918858535,-0.005144668253743368,-0.00925817911990997
ssp370-lowNTCF-gidden,land_use,-0.011830325455116766,-0.024479790591612274,-0.04877318112754207
ssp370-lowNTCF-gidden,n2o,0.040208763286421215,0.07785326213118184,0.1610683899155227
ssp370-lowNTCF-gidden,o3,0.02187642338510981,-0.043524860193807635,-0.06521645647161509
ssp370-lowNTCF-gidden,other_wmghg,0.020857896510406787,0.008666027257425185,0.005878134042315825
ssp370-lowNTCF-gidden,solar,-0.0037998463666047127,-0.010422438561197286,-0.017638516328154358
ssp370-lowNTCF-gidden,total,0.7744031284757134,1.3336924771328675,2.716103846133418
ssp370-lowNTCF-gidden,total_anthropogenic,0.7926070739411789,1.3685079670131932,2.757279701388335
ssp370-lowNTCF-gidden,total_natural,-0.018203945465464978,-0.03481548988032571,-0.0411758552549171
ssp370-lowNTCF-gidden,volcanic,-0.014404099098860266,-0.02439305131912843,-0.02353733892676274
