"em","country","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"N2O","mus","ktN2O",0.925228440555553,0.919243365500811,1.03043574592791,1.00137974678988,0.97732666502655,0.978791537484861,0.975227543155172,1.01695465406002,1.01197186411279,1.01484709681272,1.00613239727987,0.970637746400297,0.925141564483507,0.95346173066686,0.960344429091853,0.947400069370212,0.930908413520554,0.997941654188955,0.952797534730116,0.979452015390871,0.957485462330059,0.967253871534636,0.999352222824208,0.993381802455277,1.04223753225222,1.08559688748815,1.10482784554613,1.09149656980813,1.10916699811469,1.144132398826,1.14590340454184,0.934862093858341,1.06589515099019,1.09754582652926,1.09005248241174,1.08253041259994,1.05829484315854,1.06979798157958,1.02203725232151,1.00296138251834,0.981774080669348,1.01207076692747,1.03926244954643,0.949667311340536,0.973270705306923,0.955923762844164,0.959417526889073,0.963443225115995,0.973503551064367,0.972209655339229
"N2O","mwi","ktN2O",1.88424286169336,1.9564841493489,2.05046430579932,2.17381344128669,2.2020435721994,2.37105943101615,2.64755408394106,2.59296666699294,2.7963322869402,2.70073105373532,2.9204617664509,3.151112413775,3.18613942119833,3.18034414957363,3.27908012451506,3.29640103177991,3.51852284779079,3.82789492627071,3.47323062730411,3.54697095863086,3.79594168795415,4.12671231740378,4.2997445456038,4.17493249521668,3.2406406071512,3.72407532232753,4.01927306350164,4.15460206494478,4.24205709483289,4.13660080264233,4.25501122844924,3.88242292500301,4.79843886119219,4.88180200388956,5.25628833965801,5.29712444787609,5.84509066895288,6.40675201812569,7.23199111431697,7.0606677780952,8.19373571862232,8.4893210845247,8.48244545555357,8.96260067026409,10.5111474188739,10.5359507285833,10.5730688648481,10.6137033465221,10.6486838539328,10.6842649510002
"N2O","mys","ktN2O",7.06077694652401,7.13548461373838,7.54683900905478,8.42380091189455,7.89383288436361,8.13145581297818,8.65901462817352,9.02319276041096,9.46533568345457,10.2059751709485,10.3063539033881,10.0527817066716,10.1907853465832,10.781072116426,12.0665856818465,11.9576492791212,11.4693127511777,11.8967105659345,12.4109161130524,13.5920688931991,27.308923678596,26.8328670866738,28.0985002581045,28.5757597503313,28.8322574690093,29.2950846907308,29.3864606655437,32.2671964175568,33.8558896495763,33.1229247421716,33.5514908399784,33.7592976923256,36.6279510670787,36.4685414793642,39.6658800134929,40.8836748089714,39.955790960046,42.9722564649624,47.8164108667914,48.782663674053,43.9588172959081,34.6954298484314,38.9451808981409,37.4225063185835,39.0353178462764,38.9697528765113,38.9899201014355,39.1383567926624,39.3015448626439,39.4293336428898
"N2O","nam","ktN2O",5.50664561828806,5.60426860077623,5.68229534896202,5.75747302448031,6.22970746310363,4.7876845758773,4.67268831081278,5.38799378123597,5.40716240475085,5.65868555176034,5.94969301139715,4.90387320555955,4.39455707754407,4.21240802026502,4.36538062827985,4.37853487184491,4.64578458169333,4.46282039525288,4.73100641920533,4.91742074966115,5.09600662162589,5.33232354181787,5.13361743603497,4.8413799144166,4.81315864986181,4.76500793045944,4.89016957607477,5.04469642876992,5.17024423451246,5.3895838569689,5.82211964762845,5.83153719493549,5.80574910591681,5.85561657528128,5.75541688953759,7.01022452210236,5.90291017615299,5.8151380284113,6.1740640619919,6.11677391314229,6.13168427746833,6.1474015486301,7.01514712616553,6.3504144286689,6.67376810593028,6.69237034735577,6.70173941975141,6.72136565210127,6.73773851345989,6.7518246490048
"N2O","ncl","ktN2O",0.386944494901348,0.398994136837556,0.380154457922928,0.407867594536029,0.386562196925129,0.400562839144819,0.396171621462302,0.406591099853227,0.4122617872946,0.416706634690363,0.40475707641614,0.393046410033484,0.350746107818597,0.404126561222688,0.404366576260794,0.401635282563617,0.40578662999873,0.431621759493703,0.445445979282952,0.41025334293526,0.417790427934255,0.422825921857798,0.424739445248171,0.41070011440873,0.359018926146393,0.367704666202321,0.373484142561369,0.374315325658356,0.345662192108612,0.384759006446692,0.395230738839649,0.399020442959074,0.422659310363076,0.445466379027594,0.447731737390691,0.423354679438652,0.396798234677865,0.413177949834325,0.426477576233899,0.416711946779863,0.472392827035473,0.546375374522043,0.572492096006693,0.534533889036388,0.509451449436522,0.571199178023114,0.68430499170928,0.732453690395171,1.01631657438847,1.02747439294045
"N2O","ner","ktN2O",12.3295620657026,12.8105725533836,13.0846400803133,9.69285913539862,10.0553316380155,10.7889155512987,11.6786784289531,12.7458693461881,13.2346149861101,13.8137924627736,14.4140038810684,15.0779690268195,15.7144952825274,16.4378894325483,11.5081051100912,9.46421699696888,9.55663744879138,9.98910572758072,10.4184677168287,10.8663239176755,11.3218011749764,11.7935031872573,12.3086791747022,12.8773116053415,13.4437040894199,14.1052580035265,14.8009648065162,15.3579013940141,16.0682579652188,16.8174336161922,17.2835485352333,18.1220858266672,19.0035837154439,19.8050772942669,20.7723893559077,21.680078879351,22.5492016789524,23.5814253182838,24.6898954153107,25.9992895788067,26.8229903430209,26.374679228007,27.8639172311455,29.3025687799854,30.8286771442594,30.8818330546963,30.9303450835678,30.9878362302212,31.0310983528475,31.0763256095187
"N2O","nga","ktN2O",27.2529634357979,28.1870550356067,29.2890732693125,30.8119410960024,32.3814343032781,33.99208902276,35.7523679714115,37.1602320316052,38.8449154195702,40.9375149886961,43.2003786220892,44.4002403560123,45.9238603985187,47.4021892325001,48.7069091466945,50.1552783219245,52.5988690627637,54.0502939699262,56.8851903411071,59.5752007668899,61.5698443316766,62.8665931412633,64.4766754081533,66.5442862845033,67.6320689538513,67.9816695896686,70.1324930317017,71.9026116292853,74.3747814387069,77.1270664769776,79.4509036093364,83.4162442424454,85.4068931217211,87.5446738161011,89.0731033344356,93.5045582798207,95.3723552138279,94.5867917211534,97.4514927853102,98.6164742354567,104.582802791993,109.960400445876,114.068418368726,120.24561519747,118.862370650162,119.575848917491,120.36947377558,121.256080247869,121.779830976894,122.301797279729
"N2O","nic","ktN2O",5.15863394667581,4.84403287391768,4.82907841608184,5.37097555084387,5.38795821550397,5.49719380217167,5.84888330998023,6.34743532791593,6.38284594888303,5.5879211811995,5.32996603748386,5.59442004929032,5.48670119968587,5.53866460243245,5.75425977774261,5.95064538480013,5.77034159750359,5.07833252284465,5.85888340670313,6.02373362990318,6.816186501038,5.6330378001754,6.08688398969802,6.56210108777731,6.37022719361533,5.96754084857655,5.85184251525415,6.18832074956877,6.11001371708354,6.92554592039492,7.00774913656057,7.02588756330923,7.62956963883447,7.9010951033701,7.73062511984049,7.96228936782837,8.29341096933819,8.31262425064898,8.1621757602908,8.55316209085363,8.50086741191629,9.47165537876928,10.0457399371282,9.8413434155294,10.5974423567891,10.64571485593,10.6511990050128,10.6571219011344,10.6661058785429,10.6708872432326
"N2O","niu","ktN2O",0.00224777659136955,0.00232350228667418,0.00236710894559058,0.00298606580460435,0.00294024434700412,0.00300044173546141,0.00297044320962997,0.00304842574657731,0.0026519481001968,0.00263081438980101,0.00231195318121254,0.00228760159663327,0.00228049632141429,0.00225258586079656,0.00213208651935493,0.00194376827042191,0.0018242731709428,0.00151354549245704,0.00140151092487854,0.00118920457772309,0.00108110842657973,0.00107589111024343,0.00107634454185667,0.00107006193008539,0.00127591014117041,0.00140010048127383,0.00137621377838857,0.0013491081827007,0.00131972233246797,0.00129425237807905,0.00128328147348977,0.00127722894713135,0.00133158084814384,0.00133154782276549,0.0013023184585207,0.00129971423401607,0.00130741019859927,0.00125603626974175,0.00131291190641184,0.0013351003554595,0.00134340944434476,0.00150904744714511,0.0014477703902734,0.00140220388935794,0.00136892147694616,0.00137714082204416,0.00134824098279381,0.0013556088534547,0.00136309892835253,0.00137455259806372
"N2O","nld","ktN2O",60.686032510395,61.4382785454368,63.9615874117978,69.186495583569,72.7312473026438,71.7222166141716,71.4733909425878,72.2619654398145,71.6867762552546,73.0405564359768,70.9907274008496,68.6173462048938,63.4583824139658,61.4972297679431,61.817267736988,59.3985362353506,57.748001451468,57.4270680021231,55.7258193808696,50.2234578507933,53.8348294860303,54.1898182563513,54.6818165711435,56.1734618754995,56.1768114854627,55.0941046459526,55.2419106689907,54.3405891349212,53.420594028351,51.9054517911604,51.3654960599678,48.9680734083157,47.4953633791412,47.084160706449,49.2798985986218,48.9945809265879,48.8489972088121,43.5034121879479,31.2976059856049,31.3992994079381,30.4056750225247,29.9896924102539,30.0018235264109,29.762620204264,29.9173276399446,30.0939029366917,29.4982824646327,29.7681669659675,29.2966817829181,29.2291005698899
