"em","country","fuel","units","X1750","X1751","X1752","X1753","X1754","X1755","X1756","X1757","X1758","X1759","X1760","X1761","X1762","X1763","X1764","X1765","X1766","X1767","X1768","X1769","X1770","X1771","X1772","X1773","X1774","X1775","X1776","X1777","X1778","X1779","X1780","X1781","X1782","X1783","X1784","X1785","X1786","X1787","X1788","X1789","X1790","X1791","X1792","X1793","X1794","X1795","X1796","X1797","X1798","X1799","X1800","X1801","X1802","X1803","X1804","X1805","X1806","X1807","X1808","X1809","X1810","X1811","X1812","X1813","X1814","X1815","X1816","X1817","X1818","X1819","X1820","X1821","X1822","X1823","X1824","X1825","X1826","X1827","X1828","X1829","X1830","X1831","X1832","X1833","X1834","X1835","X1836","X1837","X1838","X1839","X1840","X1841","X1842","X1843","X1844","X1845","X1846","X1847","X1848","X1849","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"OC","abw","biomass","ktC",0.00514299323264629,0.00517620667589711,0.00520927471688796,0.005242197355619,0.00527497459209012,0.00530760642630126,0.00534009285825259,0.00537243388794401,0.0054046295153755,0.00543667974054707,0.00546858456345878,0.00550281236918756,0.00553686787153579,0.00557075107050345,0.0056044619660905,0.005638000558297,0.00567136684712288,0.00570456083256816,0.00573758251463287,0.00577043189331698,0.00580310896862048,0.00583811827187502,0.00587292339360599,0.00590752433381335,0.00594192109249709,0.00597611366965721,0.00601010206529377,0.00604388627940671,0.00607746631199603,0.00611084216306179,0.00614401383260397,0.00617949421569816,0.00621473264129601,0.00624972910939748,0.00628448362000266,0.00631899617311142,0.00635326676872389,0.00638729540683998,0.00642108208745974,0.00645462681058311,0.00648792957621021,0.00652347589515124,0.00655873549162589,0.00659370836563416,0.00662839451717604,0.00666279394625149,0.0066969066528605,0.00673073263700318,0.00676427189867943,0.00679752443788929,0.00683049025463272,0.00683246353073506,0.00683429863391544,0.00683599556417396,0.00683755432151058,0.00683897490592525,0.00684025731741806,0.00684140155598897,0.00684240762163797,0.00684327551436507,0.00684400523417021,0.00684328389821393,0.00684240618560158,0.00684137209633314,0.00684018163040868,0.00683883478782814,0.00683733156859157,0.00683567197269893,0.0068338560001502,0.00683188365094545,0.00682975492508462,0.00682588548651203,0.00682183906927951,0.0068176156733871,0.00681321529883466,0.00680863794562229,0.00680388361374998,0.00679895230321773,0.0067938440140255,0.00678855874617334,0.00678309649966119,0.00677556243946298,0.00676782808436861,0.00675989343437817,0.0067517584894916,0.00674342324970892,0.00673488771503016,0.00672615188545533,0.00671721576098432,0.00670807934161725,0.00669874262735405,0.00675785052508698,0.00681600835455741,0.00687321611576544,0.00692947380871103,0.00698478143339418,0.00703913898981488,0.00709254647797313,0.00714500389786894,0.00719651124950235,0.00724706853287327,0.0071522620122848,0.00709988351680449,0.00718383207845867,0.00726532404532589,0.00734438506763485,0.00763237811756407,0.00792829981135452,0.00823232341490288,0.00854462480784989,0.00886538247655414,0.00949271491347011,0.010114270695541,0.0107439520685679,0.0113819937334209,0.0118587980741233,0.0123281867145543,0.0128030021679934,0.0132590555999344,0.0136226487485944,0.0139747782171772,0.0141772963339489,0.0143475001521426,0.0145157414854319,0.0146820361061576,0.0148145646238809,0.0149443365981303,0.0150715715090086,0.0151618318260608,0.0152491098439596,0.0153334346456562,0.0155595262690205,0.0161329905647689,0.0165328027868108,0.0167276188753968,0.0168284512676193,0.0169202907901388,0.0171178263114122,0.0172499010838153,0.0174601249043504,0.0181815504191945,0.0179265159486655,0.0177832200403755,0.0176899545588261,0.0175646589321632,0.0174095014128519,0.0172500879849664,0.0170878110591291,0.0169463619961467,0.0168240878775505,0.0161588763810031,0.0161280855824643,0.0161103244521639,0.0160616486321337,0.0160373495778097,0.0160070904201944,0.0159666310558261,0.0159202947324412,0.0158681290668458,0.0158101902106251,0.0157465426762468,0.0167014634245878,0.0176363301738743,0.0185922227515809,0.019386658899066,0.0201447074911164,0.0209095197972375,0.0216356981455644,0.0223733341076308,0.0230705002880904,0.023780413927712,0.026531296336493,0.0297080971714911,0.0326616917342054,0.0354876472944331,0.0383281892408421,0.0415893609537774,0.0446870869096614,0.0479855548907855,0.051250531732701,0.0547974060070628,0.056867900605027,0.0584913663503916,0.0600455334921851,0.0613052595829712,0.0624895793038676,0.063768480628366,0.0657577562210934,0.0682374905815491,0.0710994565835113,0.0735447765474763,0.0742615382254756,0.0753009658271188,0.0747493024874624,0.0750342786346841,0.0751715041106671,0.0765720608656186,0.077789195980852,0.0786850884844539,0.0796162525071891,0.0798948884293206,0.0802976808207186,0.0806074072638902,0.0807898910749604,0.0807616493194589,0.08030572894408,0.0793132036389558,0.0776693888046191,0.0753024531955629,0.0720717919536022,0.068096352066033,0.0628400298240868,0.0576624242072657,0.0531439485169633,0.049307772198179,0.0462314699576839,0.0436782629832776,0.0416958916652621,0.0407623041133149,0.0427646203677742,0.0432465756545988,0.0490822888041785,0.041317117625711,0.0405846714215778,0.0432938788758374,0.0397351082331041,0.0401388715541728,0.0372294238271861,0.0402934793789176,0.0400659047326334,0.0381521637402802,0.0378204472145428,0.0374706149343995,0.0350399300337516,0.0354004561849722,0.0356275368311065,0.0367493241109628,0.0326439901175622,0.0302414405854057,0.0299795941990771,0.0265011518180004,0.0300420755147342,0.0339272118203642,0.0385031318707089,0.0401836376152555,0.0421026764917507,0.0452989544339459,0.0470979167404175,0.0512289023837002,0.0559067190617025,0.0494471512969783,0.0503875866869419,0.0540710791624012,0.0526788621224311,0.057772449628974,0.0522209188641195,0.0526969243744356,0.0521089969769947,0.0433979694116237,0.0487137129979116,0.0498943870130805,0.0437830191069528,0.0385552124276175,0.0345554440006081,0.034969885912413,0.0355668679900473,0.0332364693168297,0.031477489722134,0.0309899809672978,0.0305147307310028
"OC","abw","brown_coal","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OC","abw","coal_coke","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OC","abw","diesel_oil","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228119394649359,0.00456238789298718,0.00691482817733505,0.00808391604729059,0.0166676981789364,0.014139992565709,0.0188248293754135,0.0132444256963366,0.0119317208103736,0.0157414329859772,0.0138229486265866,0.0146429340081138,0.0162417114989895,0.015652287807955,0.0152753384673999,0.0137959437798105,0.0129211968411018,0.0159223055789844,0.0148020763356813,0.0193680748091414,0.0216689358153315,0.016267549449221,0.0233934118390431,0.021638078006003,0.0159976298247797,0.0168309685192766,0.0220438690090698,0.0126105462846168,0.00782068730881068,0.00804684360003111,0.00991171054295597,0.0106556994839195,0.00978517945519701,0.00480334510504994,0.0152794926748953,0.0149480714588332,0.00362053118651981,0.00887577291824187,0.010807203515403,0.0134187926157718,0.0387054027482243,0.0361482115637526,0.0284312957593009,0.0279509924915812,0.0279390908553006,0.0321091070224972,0.0312942807665399,0.0342175272130016,0.0218608379694832,0.0242996745441257,0.0282323426965143,0.0304717296631831,0.0265738208236382,0.0260401964134681,0.0353086675160895,0.0312720315913088,0.0315538372253664,0.037556614601933,0.0334856198706302,0.0387073928725234,0.0390918342160966,0.0240096114712338,0.0370484932884921,0.043451435865582,0.0366226218211314,0.0366725816467823,0.0388103772020268,0.0378716324050354,0.0386312982502161,0.0371635391298152
"OC","abw","hard_coal","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OC","abw","heavy_oil","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94629663010446e-05,0.000198887664849382,0.00029813737862364,0.000345118917318026,0.000705383347252242,0.000593867513727211,0.00078360850585443,0.000546503491159795,0.000488109440546748,0.000638519179652566,0.000557481548491376,0.000585783744551894,0.000644582907618969,0.000616339159801645,0.000596875441912318,0.000537802005425918,0.000498247173330675,0.000607252742174098,0.000558284589627016,0.000722328261002377,0.000798995132902057,0.000775631260183146,0.000685627574522109,0.000760247484534352,0.000558277833242124,0.000549518445596176,0.00114852202031762,0.000554239880580005,0.000596197660679357,0.000531587395688807,0.000582110286085894,0.000648108377895946,0.000694945593133371,0.000302079434437292,0.000785935582814687,0.00096633176240089,0.000170627310245143,0.000456921175424347,0.000656262768734683,0.00060946493979526,0.0018608363593036,0.00221589225339179,0.00197875661385618,0.00198037188857063,0.00189144732342781,0.00192024663105356,0.00191353740225461,0.00179525257806917,0.00173357827802323,0.00182315743340052,0.00207733858163186,0.00207802695065113,0.00219093535388436,0.00223382370274582,0.00209706738324362,0.00195535995541806,0.00194299889849308,0.00210277014826865,0.00221241194240789,0.00229541737552936,0.00277513650883948,0.00159731597980027,0.00198597926584024,0.00193668436226078,0.00180344367815592,0.00181559680920023,0.0017890468635972,0.00126028099310786,0.00127992809481936,0.00122635699591655
"OC","abw","light_oil","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181804097643969,0.000363608195287937,0.000556527141743735,0.0006563288656499,0.00136362062001574,0.00116439417550419,0.00155482470048839,0.00109507086439475,0.000985709067577465,0.00129693237035329,0.00113449951826097,0.00119303705194684,0.00131103577322924,0.0012492487038986,0.00120301887339149,0.00107207014393538,0.000987000271796355,0.0011929920315139,0.00108544951498798,0.00138682874736321,0.00151134469776975,0.00146877272549802,0.00139462573205021,0.00176599936857558,0.00138922009980387,0.00132072171523856,0.00281592642502673,0.00149092617948613,0.00134811154152678,0.00131748746790039,0.00195943746588826,0.00247043415193469,0.00299960469408203,0.00159617291076349,0.00419485561845184,0.00472865926320178,0.000738752603861063,0.00211219635644266,0.0028867490694546,0.00325618105358797,0.00965868031357764,0.0101139020924542,0.00890538569765363,0.00975243956157868,0.00991736942000369,0.0103624792872935,0.0100241521734855,0.0106964901329793,0.0117049069252963,0.0121391023961726,0.0144398000427237,0.0149197995387384,0.0137327495795347,0.0138637688542901,0.0128544337511964,0.0141738752219617,0.0147782712148278,0.0154859962800432,0.0158589229359082,0.0172726521355041,0.0159502045644881,0.0111668301265668,0.00924701481219857,0.00790962333785199,0.00620404283479088,0.00408711836469538,0.00391853337601542,0.00380424324288266,0.00384850620729773,0.00367380897747692
"OC","abw","natural_gas","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OC","abw","process","ktC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66950436970495e-05,3.30968782308611e-05,4.92055036014346e-05,6.50209198087704e-05,8.05431268528679e-05,9.57721247337275e-05,0.000110707913451349,0.000125350493005733,0.000139699863396879,0.000153756024624787,0.000178857538493424,0.000205727399890451,0.000234365608815874,0.000264772165269687,0.000296947069251892,0.000330890320762489,0.00036660191980148,0.000404081866368865,0.000443330160464638,0.000484346802088806,0.000571843506844029,0.000665366817756469,0.000764916734826123,0.000870493258052999,0.000982096387437088,0.0010997261229784,0.00122338246467692,0.00135306541253267,0.00148877496654562,0.0016305111267158,0.00172735114067637,0.00182693242193178,0.00192925497048204,0.00203431878632713,0.00214212386946706,0.00225267021990184,0.00236595783763146,0.00248198672265592,0.00260075687497523,0.00272226829458937,0.0027903250019541,0.00285838170931884,0.00292643841668357,0.0029944951240483,0.00306255183141304,0.00313060853877777,0.00319866524614251,0.00326672195350724,0.00333477866087197,0.00340283536823671,0.00348885471257126,0.00362252769737501,0.00380438352943035,0.00403198714239381,0.00429977828932841,0.00459882124219835,0.00491624876717547,0.00523654044507642,0.00554159061007124,0.00581498133687938,0.00604571370615788,0.00816326135461462,0.0103397601754912,0.0125816173883404,0.0148464979396871,0.0172139248750288,0.0197279712499287,0.0220258121401288,0.0238283180661097,0.0251965423277072,0.0257499108501061,0.0259879376998902,0.0260650005310144,0.0262523624814072,0.0265868635577093,0.0272585308350404,0.0277816531346699,0.0283359857723433,0.0290948339807132,0.029801117363359,0.0309483617012148,0.0320053019877903,0.0332929959237081,0.034174307607826,0.034793446969914,0.0345530630665242,0.0334993531401792,0.0323364358986573,0.0313879277832637,0.03108248894947,0.0319814426324349,0.0333494538991772,0.0356619118176318,0.0385042241821878,0.0410472006844839,0.0427614993280073,0.0440651692556453,0.0449018158239432,0.0451945714466583,0.0455668652391364,0.0460020520095168,0.0463158083945217,0.0461140599105101,0.0454598363503894,0.0444042234534759,0.0437950181038184,0.0434112940776653,0.042998116262736,0.0436657343064648,0.0448461052582095,0.0460715917807193,0.0475313199651548,0.0491212909245798,0.05089409206794,0.05089409206794,0.05089409206794,0.05089409206794,0.05089409206794,0.05089409206794
"OC","afg","biomass","ktC",5.45688497015042,5.47912663036016,5.50136417969434,5.52359761815304,5.54582694573621,5.56805216244387,5.59027326827604,5.6124902632327,5.63470314731383,5.65691192051944,5.67911658284957,5.70221442518469,5.72530757753291,5.74839603989419,5.77147981226853,5.79455889465592,5.81763328705633,5.84070298946984,5.86376800189642,5.886828324336,5.90988395678869,5.93386371638968,5.95783812531107,5.98180718355297,6.00577089111533,6.0297292479981,6.05368225420133,6.07762990972502,6.10157221456916,6.12550916873376,6.14944077221882,6.17432785637045,6.19920883607613,6.22408371133596,6.24895248214982,6.27381514851781,6.29867171043983,6.323522167916,6.34836652094622,6.37320476953055,6.39803691366895,6.42385619089604,6.44966850372549,6.47547385215731,6.50127223619154,6.52706365582814,6.5528481110671,6.57862560190847,6.60439612835221,6.63015969039835,6.65591628804682,6.68269184063571,6.70945944773131,6.73621910933358,6.76297082544252,6.78971459605814,6.81645042118047,6.84317830080946,6.86989823494513,6.89661022358752,6.92331426673658,6.95106910124447,6.97881487095344,7.00655157586348,7.03427921597464,7.06199779128683,7.08970730180013,7.1174077475145,7.14509912842995,7.17278144454647,7.20045469586406,7.22309775135739,7.24573257248801,7.26835915925602,7.29097751166141,7.31358762970413,7.3361895133842,7.35878316270165,7.38136857765644,7.40394575824861,7.42651470447817,7.46636101894333,7.50619173008741,7.54600683791037,7.58580634241222,7.62559024359298,7.66535854145267,7.7051112359912,7.74484832720865,7.78456981510503,7.82427569968028,7.86611139022192,7.90792904200341,7.94972865502483,7.99151022928613,8.03327376478733,8.07501926152841,8.11674671950938,8.15845613873024,8.20014751919098,8.24182086089161,8.30969401724435,8.37798477452258,8.44669627600142,8.51583168137571,8.58539416695062,8.65570129070548,8.72644704002571,8.79763469041777,8.86926753523684,8.94134888587977,9.01703020183518,9.09319131749518,9.16983587018665,9.24696751772482,9.32458993863091,9.40222712276601,9.4803544853535,9.55897569168103,9.63809442784759,10.1895500732001,10.2682424129034,10.3470317280979,10.4260002884694,10.5050673109415,10.5842330516132,10.6636376158416,10.7431432184158,10.8227501171972,10.9025434893401,10.982439639387,11.0776027151283,11.1736659408846,11.270673008987,11.3685822017642,11.4674373080792,11.5672572568212,11.6680263838755,11.7697886724026,11.8724597493995,11.9761264767746,12.0848192079042,12.1936782141498,12.302747798435,12.4120294338603,12.5215245928466,12.6312037234249,12.7410987822491,12.8511659109593,12.9614969231498,13.0720023228596,13.300271825775,13.5365933795966,13.7716723860484,14.0150273180828,14.2620159166129,14.5126350849318,14.767010864997,15.0252080968902,15.2872932175065,15.5430172594063,15.5498741156204,15.5207981920681,15.4917523520736,15.4627362590229,15.4286572990414,15.3998617926779,15.3710947037593,15.3423557017213,15.308604261949,15.2799333709389,15.3023659513411,15.3931706217725,15.4874905570898,15.575250740804,15.6665372372869,15.7613232856504,15.8495486201918,15.9413242666791,16.0366634610242,16.1254407536388,16.2338049645215,16.3430071321494,16.4540894572853,16.5618286170731,16.6710981997104,16.7826783887566,16.8954000384233,17.0040091722256,17.1133142980423,17.223068025892,17.4328148994127,17.6431524090563,17.8527029343527,18.0665982393826,18.284905532007,18.4315200551477,14.7136405386245,14.804546187926,14.9453800597399,15.0313737473954,15.0946571000643,15.1586320726614,15.2164605193899,15.269477166796,15.3189079884175,15.4115598908477,15.4996555404021,15.6321783770712,15.7073063969719,15.7755097810272,15.935742048999,16.1059594598226,16.2686798242976,16.4253563336254,16.6270204502632,16.7655604446351,16.9406301420265,17.1561123688053,17.320895556739,17.5336256715217,18.1395739106088,18.4224157238886,18.7668788609557,19.0461154407497,19.3178526088283,19.6566241158062,19.8940047880607,20.1736299456064,20.4858638756234,20.545861818484,20.3358580972754,19.9225325754038,19.5661364822189,19.0034511365123,18.799018464272,18.6717001866193,18.6150076906886,18.4970296928413,18.5541890337168,19.6089386621007,20.0961025289793,20.6698447516831,21.465770763221,22.1538847271872,22.6889874779282,26.9376886584968,27.3325511926513,27.6927463399101,28.3374776254101,28.801644240217,29.2381446896208,29.9080254996769,30.393998092767,30.8519720878268,31.2411207644965,31.4935115164288,31.7648960255642,31.9771680309668,32.1914764586886,32.5024543141994,30.5047335376613,30.4262246626122,30.6752326734774,31.2220506565024,31.475844221368,31.2473916611737,31.9966262709782,31.9687589852318,31.9411596310899
