year,ssp119,ssp126,ssp245,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2029,0.13572554706230666,0.11621509850141383,0.0471650393028791,0.08294913739299234,0.04979583382135759,0.042912444475010206,0.07229150988240561,0.07041869848444833,0.07934547887482381,0.07847908064075895,p95-p50
2030,0.15485437216850173,0.13309264549661343,0.050451179455948736,0.08987476177883938,0.0544517467275196,0.04553858544475267,0.0765014486554557,0.07535703916292785,0.08950474822449428,0.08849858790226676,p95-p50
2031,0.17329274975430414,0.1478007941395877,0.05391404795323873,0.09624871337285182,0.05882078864205324,0.04779801979267232,0.08104580673668849,0.08097549719631542,0.09863168684568942,0.09751625681800816,p95-p50
2032,0.19115907897542478,0.16302209656144587,0.05759358875217358,0.10259559489032294,0.06351768817932789,0.050500626493596226,0.08581366371151582,0.08570814526254483,0.10829916238337492,0.10700496421431348,p95-p50
2033,0.20609875919166482,0.17664553273538383,0.061644632193287245,0.1088781438042387,0.06823594997573414,0.05380639119115077,0.08987753299880867,0.09069712147099483,0.11770969209942225,0.11617427588246466,p95-p50
2034,0.22077958664770048,0.190218095108024,0.06544394474531905,0.11506065852714849,0.07286319379854604,0.05709345837491765,0.09332909397069308,0.09518804596163977,0.12817999994973003,0.1262782385852344,p95-p50
2035,0.23416941678168798,0.20066211713191215,0.06987172790581289,0.12123799608527203,0.07891575879199857,0.06210216937468282,0.09709289536411828,0.0998793145076744,0.1386416142237957,0.13669294796133824,p95-p50
2036,0.2445506698680827,0.21117067177225346,0.07386381602552906,0.12726577670719483,0.08420440371817507,0.06631880331435829,0.10130876162161805,0.10465624417153466,0.14747854251902054,0.14542796820883888,p95-p50
2037,0.2559115743983523,0.22188112150271816,0.07804437206143933,0.1330540742573143,0.09034442319226901,0.07188407759232691,0.10556723185558273,0.10906122437539627,0.1564041079733886,0.15437452234259877,p95-p50
2038,0.2650824355047498,0.2317849270913726,0.08278190572900655,0.1388474333098944,0.09949372311019669,0.0807218553029117,0.10896625426418172,0.11353303441411294,0.16490422336282684,0.1627728707313667,p95-p50
2039,0.2739954248483619,0.2405293077852788,0.0871230573537204,0.14447335212722442,0.10697686578409893,0.08774082569529597,0.11244118986394763,0.11799722166425229,0.17347376646248877,0.17134589776818185,p95-p50
2040,0.28353525655508066,0.2508836160498265,0.09245706076236912,0.1497808523341065,0.11556668101444577,0.09625470294422966,0.11568226037661608,0.12242165435319893,0.18328074919938403,0.18086013731382328,p95-p50
2041,0.2912672159949297,0.25968159699960436,0.09658882863434756,0.15548072054663634,0.1239062455860502,0.10407551374872784,0.11919694362889506,0.12637629278329657,0.19154661736364592,0.18900716124944572,p95-p50
2042,0.2991120810058313,0.26722258838563856,0.10276371635206177,0.16066354117888043,0.1336411265477367,0.11403077853672125,0.12193377490180733,0.13047391006168108,0.2000874983437719,0.19682562354503552,p95-p50
2043,0.30717873679565333,0.27505821806499203,0.10856108273973641,0.165692082865394,0.1438559778065207,0.12467551795645465,0.12445767764073846,0.13367824047442706,0.20811349380528824,0.20467207918590546,p95-p50
2044,0.31462903293849975,0.2822451865189064,0.11385472251951168,0.1707002267003158,0.15460397357824787,0.13615961756006312,0.1274621999344819,0.13717285984148694,0.2174873184700613,0.2122511293646198,p95-p50
2045,0.32228803620913316,0.2890238226009638,0.11944190615916302,0.17541297894672478,0.16616422032130085,0.14835282851575965,0.13075071389407197,0.1408397712246093,0.2273161124634649,0.22010186508039653,p95-p50
2046,0.3284341743159594,0.2953243080956929,0.12529228311932328,0.18029609603205268,0.17776981547155624,0.16075637956378738,0.13375951328328614,0.1440637732555432,0.23821023207034267,0.22817134358202135,p95-p50
2047,0.3346682089766706,0.3018284477798957,0.1306228089784377,0.18497058773925207,0.18964481374394762,0.1733318730413162,0.13754209662920894,0.14664415579729492,0.248374369989629,0.23661933475945035,p95-p50
2048,0.3428612764561858,0.3081769637778994,0.13649095923403554,0.18996757324546026,0.20146116714430423,0.18583151795047476,0.14163648614033256,0.15032285437939366,0.25671593363808326,0.24498987205472925,p95-p50
2049,0.3505941346360562,0.313951547375633,0.14289629231859224,0.19469009751001365,0.21313789797476368,0.19838985139509183,0.1453300636382128,0.15386197593020895,0.2640862752782987,0.25351785288219475,p95-p50
2050,0.35793780777230594,0.31910615932838443,0.14934112692804233,0.1992077100357219,0.22374881915745978,0.20968790242611113,0.14982439595879268,0.1570716304817869,0.26995323042046826,0.2619484185539018,p95-p50
2051,0.3649824044668225,0.32524304944476007,0.15658669676199394,0.20333850584915936,0.2332223968792842,0.21970649211561089,0.15496319237037592,0.15989503637251878,0.2787758421363483,0.27028363015338724,p95-p50
2052,0.371382754736603,0.3307236786372308,0.16135571210529281,0.2072144400631666,0.24392701534273858,0.2302930304941617,0.15997951992727644,0.1629016227405516,0.285422302249395,0.2783136347046754,p95-p50
2053,0.37755883267088314,0.3365736115991522,0.16708251135319382,0.21130170998121228,0.2537414640221773,0.23953750705595983,0.16431684282190515,0.1660008125087799,0.29212266440663387,0.2852805514365599,p95-p50
2054,0.382951002803263,0.3414223453106181,0.17305347682048736,0.21493271517032964,0.2637088292749203,0.2487052186516405,0.16972859152095726,0.1687568821271253,0.29898009608001697,0.29207618911579175,p95-p50
2055,0.3877337829373801,0.3463713972131818,0.1791930657066779,0.2189680963110418,0.2724570152083469,0.2565730872886352,0.1746810331907316,0.17187152680437007,0.30491886905901816,0.29862808916244143,p95-p50
2056,0.39316780053393513,0.35116024797558315,0.1850942261123841,0.22250441461575696,0.2799062389793628,0.2629051942529449,0.17818630965077834,0.17495415904228667,0.31028340334162996,0.3049143116723246,p95-p50
2057,0.39927280124051884,0.3560688272053367,0.18984580771142343,0.22630786636359357,0.28693421810055897,0.2685230129596302,0.18295917174354112,0.1781827390988467,0.3156352153913234,0.3112071729751567,p95-p50
2058,0.40565048988305263,0.36064574397800425,0.19643268404663541,0.22971858031400763,0.29395245938327935,0.273802125303593,0.18630560148470895,0.1812783867453446,0.31926183159017063,0.31705767116833816,p95-p50
2059,0.4106478458552647,0.36483886050432096,0.20137452343105844,0.23302784750649314,0.300374227206552,0.2787615643804197,0.19040677653865978,0.1843738863813107,0.3237727452609141,0.3221146863709585,p95-p50
2060,0.4143140376310063,0.3689258943071131,0.2068703935033898,0.23604696800275377,0.3071959756814055,0.28367136847981134,0.19425146313177713,0.18783179307663248,0.3284221896450774,0.3271802447272692,p95-p50
2061,0.417876139991148,0.3729032990075178,0.2116508332797139,0.23894573171456857,0.31462463675652674,0.28903793380595433,0.1985928700802473,0.19171288456263555,0.33254171844804264,0.3319737392327815,p95-p50
2062,0.4219915224103993,0.3774706096199672,0.2188739292135643,0.24194952690733,0.3210871518820536,0.2932848038027718,0.20250813173810242,0.1951920637884821,0.3378100762178636,0.3365806453156847,p95-p50
2063,0.42520218815145583,0.3817244610884014,0.22286345227691626,0.2450837733840745,0.3273991108017888,0.2975088080687631,0.20587930769051016,0.1989764818723137,0.3456322593200056,0.3416935986208833,p95-p50
2064,0.42841516463060453,0.3858666740805875,0.22733362868740667,0.2477870283198163,0.3342891259238868,0.3022456188174526,0.2092723243217467,0.20209492632531384,0.35316347203214793,0.34622750412302594,p95-p50
2065,0.43149257285674625,0.38936991592844666,0.23284082106557363,0.25077658572143124,0.3415028917262461,0.3070081429655475,0.2134465410200072,0.206404160027001,0.35921647597482165,0.3505421159369767,p95-p50
2066,0.43487857360131127,0.39251623734743546,0.23852798588215357,0.2537645107368232,0.34798628625515526,0.3112257853569126,0.21710297642379345,0.2105043765023486,0.36483893258278893,0.3546475646603183,p95-p50
2067,0.4378330282331163,0.3951254354714707,0.2449671859936097,0.2565864479246222,0.35475591691851827,0.3157874025121942,0.22020865416135538,0.2151325007275503,0.3710777910088697,0.3582445730724773,p95-p50
2068,0.44019063798175206,0.3982368204539201,0.2508833266107773,0.259026654403214,0.36100309298595995,0.3197029475104197,0.22312321274625146,0.22040229300314956,0.3778211941138636,0.3621822468643519,p95-p50
2069,0.44292660881180157,0.401245978394682,0.25740450194238945,0.2611132909920132,0.36703323716473935,0.32304157617689816,0.2261560443507401,0.22444524567827603,0.3838566133275571,0.3661178872185327,p95-p50
2070,0.4460849439454862,0.40409068920222535,0.263291204556212,0.26408340614286646,0.3729695470171208,0.3264658573208488,0.22908451093384413,0.22877553990969,0.39231019200799694,0.3701178338700053,p95-p50
2071,0.4487536172295138,0.4064453928115627,0.2678360646865544,0.2669264105807671,0.3785048997374554,0.3293065532533899,0.23194831050288559,0.2344555028258631,0.39941175665237194,0.37410618243186333,p95-p50
2072,0.451458697896659,0.409660046975235,0.2724898891566894,0.26974410888370653,0.3834682917317823,0.331919759875123,0.23477545148782109,0.2395832781305353,0.4052149105327423,0.3783142001673113,p95-p50
2073,0.4541522152873685,0.4127614138636544,0.2775846126553925,0.2727053795293295,0.38875642277936595,0.33480146575758374,0.23803803377381333,0.2459357934924035,0.41077025745266443,0.3824255151918443,p95-p50
2074,0.456355189912167,0.4163858567837142,0.2811084006902736,0.27604245534698574,0.39515869352919325,0.3386901157473909,0.24124790162671358,0.25149422836501684,0.4166152563056454,0.38611887156149927,p95-p50
2075,0.458498096374719,0.41993974353126723,0.2854034876797513,0.27853497984962733,0.40139616457811667,0.34234718054613,0.2443265381036876,0.2578318584197053,0.42225336547483583,0.3891284309327217,p95-p50
2076,0.4610439122833897,0.42467945583857875,0.2924477717758426,0.2811221571521322,0.4079548037132391,0.3460899363768915,0.2467438534902248,0.26416424143483336,0.42636975799795956,0.39162139163853904,p95-p50
2077,0.46326910765414286,0.4293559792312554,0.2982716646298508,0.2838556441222543,0.41427247958233626,0.3495927717898037,0.24891028050380637,0.2710391712247607,0.43134735926095097,0.3942123460304534,p95-p50
2078,0.46567591200016895,0.43290917145729324,0.30538232703278684,0.2865263937577291,0.42058726049128464,0.35287883537421927,0.2509950972370939,0.27613393970969835,0.4355034877071951,0.39757186289735585,p95-p50
2079,0.4679159769173888,0.4359338541063401,0.3128329607408057,0.28918787010768904,0.4262577250174714,0.35549769525197555,0.25301796821006894,0.2825417143597119,0.44026014393527185,0.40180192798269815,p95-p50
2080,0.47069123527012374,0.4388297827540735,0.3193367609969438,0.29206824400492903,0.431939945215874,0.3584231317415651,0.25528260576690986,0.28864155193392915,0.44515707909730695,0.405826673528838,p95-p50
2081,0.4731457086059377,0.44197928307468926,0.325554821576143,0.29503248026275386,0.4375655365124778,0.3609462126461497,0.2574828609452713,0.29369981079793805,0.44897197691131113,0.41010870837686836,p95-p50
2082,0.47573525034634745,0.4450334497969825,0.3302096639421374,0.29783344625985864,0.4429572265903323,0.36342667285578834,0.25968132494960855,0.29848759442831796,0.45302053041640755,0.4130555859974553,p95-p50
2083,0.4782581523396719,0.44714361311074174,0.3355877853427889,0.3009339412423501,0.4486818317047068,0.36609675902714056,0.2617445790026076,0.3045832821324785,0.45662312617608863,0.4175306725677906,p95-p50
2084,0.48044451991461884,0.45159590808478434,0.34266425253188004,0.3043655919088707,0.4546519313756767,0.36879282341745845,0.2638401006242078,0.31024966961563333,0.4609892546893049,0.42172489806758684,p95-p50
2085,0.4828771064754044,0.45546753862375594,0.3479946932075306,0.30739500448557894,0.4605576355177689,0.37122618883197717,0.26650618124803177,0.31444171058669695,0.4652712341593997,0.4254318120784895,p95-p50
2086,0.4858407658886084,0.45820373394838493,0.3537654304348664,0.31069157747212434,0.46655132616895406,0.373910895116402,0.26975186684565106,0.31919461000970856,0.4693262418193197,0.42858091650793984,p95-p50
2087,0.4888747325503417,0.46185513191570926,0.35989664555616724,0.3141706140558306,0.4722254557118871,0.3762516873448244,0.2736612071195582,0.3246140352846023,0.47281412189321853,0.43327178318120757,p95-p50
2088,0.491683192108571,0.4659754924514212,0.3660070712597001,0.3174457872402062,0.47736913499042016,0.3779533726891902,0.2771049402483974,0.32940320578328414,0.47566453046479235,0.4367163270538314,p95-p50
2089,0.49378692623787307,0.4694620514990251,0.3735597615775686,0.3208855033680032,0.4833035871619281,0.38057025292402175,0.2818938527184203,0.3354062182907741,0.4783767546613881,0.4392955198181136,p95-p50
2090,0.49717530129364823,0.4728780763348521,0.3785086796541514,0.3240640088896065,0.4892861200189625,0.38321573913678264,0.28730526799827916,0.34106882181117476,0.4824240233900036,0.4427311057572614,p95-p50
2091,0.5003361608638853,0.47666390384315044,0.38409420818717865,0.32699010032189746,0.49527772177832013,0.38629921498157466,0.2936393787483242,0.34629524637740516,0.48511479290933673,0.4468298663726495,p95-p50
2092,0.5030877760154316,0.48025192228499813,0.3904057854716615,0.33013446628243803,0.5014073396401995,0.389490648460945,0.2987956374943552,0.351039150025213,0.4883618459795104,0.4507186251482657,p95-p50
2093,0.5053489741787107,0.48327756842923797,0.39615994066131516,0.3336820667966089,0.5072752719335045,0.3922750603410253,0.303872149451572,0.35729735977407245,0.4917349385704934,0.45333706246927746,p95-p50
2094,0.5087688295547043,0.48620110551520973,0.40087338323703303,0.3372245489986413,0.5122347371019884,0.39431860339027314,0.30873110098325995,0.36188206429078057,0.49385681185234825,0.45631903723386813,p95-p50
2095,0.5128019542587293,0.48975756127090614,0.4061239023101053,0.3406323699546901,0.5179620075466221,0.3971576476027192,0.31145766269796255,0.3653267208112152,0.49575126400971564,0.4604351687546159,p95-p50
2096,0.5167529872953589,0.493755033717961,0.4112661153819337,0.3443833026990009,0.5242622191453691,0.40014544597025375,0.31580620390477554,0.36909982165524824,0.49788902160766546,0.4643279724631671,p95-p50
2097,0.5197373285122563,0.49852299801441785,0.4172065466453299,0.34825009724659917,0.5309694891874305,0.40364894514633787,0.3201384931954887,0.37301507812967866,0.49957689658453297,0.46706469536524736,p95-p50
2098,0.5220731372921874,0.5029691627334505,0.4215222096520079,0.3515734824809571,0.5370441095306615,0.40675317953270856,0.3254021367016936,0.37708896999734864,0.5008393119628104,0.470288550127584,p95-p50
2099,0.5244378951156614,0.5081548297851083,0.4245248958882246,0.35466915787885245,0.5434978415127628,0.41003277154005974,0.3307112587603733,0.3809322103146469,0.5023779728677412,0.47395224185635637,p95-p50
2100,0.5266189127515648,0.5144603955549101,0.42782248394890054,0.35753502639162166,0.5490938885281121,0.412509677440448,0.3362537525201188,0.384209822503254,0.5037055475151659,0.47719882623408383,p95-p50
