year,ssp119,ssp126,ssp245,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2021,0.009269022294413174,0.00894071116315842,0.008110526970496435,0.013528207195580875,0.009546200983301854,0.009447716314787266,0.012703885471767234,0.012623715601153362,0.009666165399282266,0.009610381128508226,p95-p50
2022,0.020283977187204393,0.019082204071017687,0.01505729814527532,0.025114101736908968,0.01708087492120111,0.016847259844687688,0.023541257270275513,0.023367509570501575,0.018103974568710556,0.01796429645571779,p95-p50
2023,0.03289376952200968,0.030494892716816047,0.021245527124781872,0.035130911243041546,0.02313771991933804,0.022689333461461465,0.03269126964233581,0.032515219002725394,0.02643422712784312,0.026183414327541177,p95-p50
2024,0.04777345835582223,0.043057190495117456,0.026436374235704038,0.044526681142815105,0.028427914678210577,0.027503387478110118,0.04090205101353096,0.04059962110423195,0.03411373089703651,0.03378545578424085,p95-p50
2025,0.06367163496691146,0.05651154759896794,0.0313542112777333,0.05295951957976562,0.03284169112064411,0.03125396088778968,0.048440732203553896,0.04770915848273921,0.04205901384597664,0.04159329665516348,p95-p50
2026,0.08017139107727345,0.07011194333969355,0.03577284803542499,0.06101099535029156,0.03710389654657121,0.03446330170330987,0.05512732168360435,0.05398987940234387,0.050147664772535745,0.04954798597756285,p95-p50
2027,0.09767108130688544,0.08538007651214297,0.040030316155929356,0.06864868860642864,0.04147241619845115,0.03764305245911917,0.06098269989059575,0.0596581764737818,0.05962875938108184,0.058933856671408776,p95-p50
2028,0.11722720577933218,0.10115201045314252,0.043790640205853826,0.07576941956126187,0.04588749808662055,0.04047360176675368,0.06714019891024205,0.06505977228895442,0.06953508355161157,0.06875642831977473,p95-p50
