year,ssp119,ssp126,ssp245,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2047,0.0023506131695084573,0.013271884424015445,0.03475763836923792,0.03585450478206122,0.03585450478206122,0.03525895753824536,0.001211018957164002,0.05309274744577698,0.05784214264642468,0.06043490485557237,recommendation
2048,0.0019627350123745807,0.01260398166555373,0.03542688574023463,0.03714876200644672,0.03714876200644672,0.03644165005930953,0.0008801548649546541,0.054875206376651456,0.05938499449675681,0.06312504820204848,recommendation
2049,0.0015956728461432972,0.011943235132625098,0.036051591182128626,0.03844160392418691,0.03844160392418691,0.0376177741316099,0.000550678615675794,0.05657588927269243,0.06073678264981147,0.0658580340379788,recommendation
2050,0.001248955143175301,0.011292777967442342,0.03663277941005234,0.039732975647071914,0.039732975647071914,0.03878769525810322,0.0002223731699166516,0.05819616951412078,0.06189608537257922,0.06863381971703697,recommendation
2051,0.000921946518510703,0.01065454572373337,0.03717157492428125,0.041022794176202235,0.041022794176202235,0.039951831901742806,-0.00010505386459659302,0.059737840885642754,0.06286320634406643,0.0714519214035424,recommendation
2052,0.0006136707935054907,0.010031643365937572,0.037675542895378576,0.04230934407261548,0.04230934407261548,0.04110772432256199,-0.00042971450844454806,0.06119564898647645,0.06362249851537989,0.07431401887751468,recommendation
2053,0.0003229587466025072,0.009427985920561932,0.038156604651108775,0.0435897288680608,0.0435897288680608,0.04225089950709585,-0.0007482348131714577,0.06255940909989875,0.06414770321643351,0.07722307355500577,recommendation
2054,4.873860953822501e-05,0.008845970762538478,0.038623272241439015,0.04486194278523575,0.04486194278523575,0.04337834537906995,-0.0010583871516319024,0.06382270327686632,0.06442283032416321,0.08018042210014639,recommendation
2055,-0.00020996395824335323,0.008286944276293132,0.03908143814397476,0.04612462367401955,0.04612462367401955,0.04448818515483976,-0.0013587758078472748,0.06498186281927566,0.06443920387547945,0.08318622533798375,recommendation
2056,-0.00045404816944071696,0.0077515016124013285,0.039535310141948755,0.04737684629790162,0.04737684629790162,0.045579367615621515,-0.0016485854465187362,0.0660352432857229,0.06419358785091724,0.08623986264509556,recommendation
2057,-0.0006843446433930089,0.00723970276488526,0.03998766344610082,0.04861809086587596,0.04861809086587596,0.046651338010869355,-0.0019274175489746581,0.06698252794650804,0.06368644441972818,0.08934020802595702,recommendation
2058,-0.000901632897628811,0.006751251695178061,0.04044047308927697,0.04984801567764113,0.04984801567764113,0.047703979927930316,-0.002195161948548987,0.06782448003620148,0.06292092911683722,0.09248569224901593,recommendation
2059,-0.0011066260953783366,0.006285600226904536,0.040894922452980716,0.05106654101083401,0.05106654101083401,0.0487374815794538,-0.002451907306544685,0.06856252452787753,0.06190215006531098,0.09567454053699406,recommendation
2060,-0.0012999986782597367,0.005842038380096698,0.041351768420328665,0.05227369644620285,0.05227369644620285,0.04975215647837374,-0.0026978778830807192,0.0691986066187513,0.0606363365698295,0.09890480737670879,recommendation
2061,-0.001482385916484176,0.00541975775236837,0.04181142628256294,0.05346957762252319,0.05346957762252319,0.0507484974083802,-0.002933389261057219,0.06973492119163971,0.059130619410378074,0.10217450707446879,recommendation
2062,-0.0016543388377259806,0.0050179702256273155,0.042273464134155565,0.05465511726702385,0.05465511726702385,0.0517278580227663,-0.0031588380373398176,0.07017299220993574,0.057434201560597156,0.10548540222129774,recommendation
2063,-0.0018163601600073298,0.004635896860151475,0.042736879714691776,0.05583167688356645,0.05583167688356645,0.052692111756695574,-0.0033746618567028035,0.07051368260034646,0.055625198243746815,0.10884199015313303,recommendation
2064,-0.0019689309520013465,0.004272721018569955,0.043200881438591264,0.05700036292985729,0.05700036292985729,0.05364265216855411,-0.0035813051988866328,0.07075828764674111,0.053759619907359696,0.11224678405311819,recommendation
2065,-0.002112520289791437,0.003927606541281457,0.04366483233377247,0.05816189829220121,0.05816189829220121,0.05458049978639539,-0.0037792131893201117,0.07090849375245431,0.05187745305968186,0.11570088627910066,recommendation
2066,-0.002247577822464049,0.0035997061545797703,0.044128312576972854,0.05931689630834082,0.05931689630834082,0.05550650175508199,-0.003968816860946961,0.07096619513491172,0.050006955597739294,0.1192043489833515,recommendation
2067,-0.0023745225286723633,0.0032881919584479037,0.04459095058283605,0.06046579204628466,0.06046579204628466,0.05642129269692014,-0.0041505360345770285,0.07093348837106328,0.048167917031445504,0.12275661446410444,recommendation
2068,-0.002493762928780629,0.002992259174240494,0.04505244787480511,0.06160891908544515,0.06160891908544515,0.05732541031219094,-0.004324777295853696,0.0708124849207874,0.046373840104420166,0.12635657176831716,recommendation
2069,-0.00260568671915741,0.0027111347984041627,0.04551255633673354,0.06274655436129212,0.06274655436129212,0.05821927024985072,-0.004491924406568976,0.0706054408554799,0.04463373281449652,0.13000281875993916,recommendation
2070,-0.0027106526899767502,0.0024440766597295487,0.04597114836533174,0.06387891256777269,0.06387891256777269,0.059103247908820024,-0.004652344957882479,0.07031460140982165,0.04295319387295497,0.133693714661298,recommendation
2071,-0.0028090175062285994,0.0021903720871463833,0.04642806014033457,0.06500613833745555,0.06500613833745555,0.05997765190050649,-0.004806379868151278,0.06994219712727245,0.04133546501258778,0.13742756168159495,recommendation
2072,-0.0029010990183357954,0.0019493673543883282,0.046882649833279416,0.06612936635231612,0.06612936635231612,0.06084364828668345,-0.0049543910814943415,0.06949267335157529,0.03978157268969702,0.14119186594503208,recommendation
2073,-0.0029872153148946135,0.0017204384749859337,0.04733378514831231,0.06725029506235307,0.06725029506235307,0.06170309487327489,-0.005096738441765938,0.06897184802933946,0.03829110841736395,0.14496673958847847,recommendation
2074,-0.0030676701515040122,0.001502981643774888,0.047780659936596026,0.06837011513314407,0.06837011513314407,0.06255732842953335,-0.00523375639192912,0.06838435671369954,0.03686297955158309,0.14873777433717708,recommendation
2075,-0.0031427512669926043,0.0012964299086780755,0.048222743554039466,0.06948953593036819,0.06948953593036819,0.06340740281508858,-0.0053657477714275145,0.0677338538176595,0.03549570923579912,0.15249460252574482,recommendation
2076,-0.003212732737172307,0.0011002322191969276,0.04865959815526322,0.07060906936407498,0.07060906936407498,0.06425402460272878,-0.0054929886152240565,0.06702330503335098,0.03418752707103331,0.15622987248162531,recommendation
2077,-0.00327787773789923,0.0009138765113506087,0.049090961979034425,0.07172898838730596,0.07172898838730596,0.06509776290756225,-0.005615739433841874,0.06625524661970915,0.03293653456318267,0.15993831682668666,recommendation
2078,-0.003338433709631484,0.0007368710612952085,0.049516625014910845,0.07284948404073834,0.07284948404073834,0.06593909259388803,-0.005734232235378604,0.06543178566004687,0.03174061121142595,0.16361635417655615,recommendation
2079,-0.0033946340448937594,0.000568753958154377,0.04993650769629729,0.07397060427466931,0.07397060427466931,0.06677837004632983,-0.0058486968191812806,0.06455485580620723,0.03059771034634157,0.16726148493602294,recommendation
2080,-0.003446696242622194,0.0004090928432533489,0.0503505582737134,0.07509235517555927,0.07509235517555927,0.06761585477744225,-0.005959333190335543,0.06362609674946855,0.02950565244411488,0.17087220954475785,recommendation
2081,-0.0034948323047342064,0.0002574677778176826,0.050758755059058205,0.0762146645014753,0.0762146645014753,0.06845170571651804,-0.006066332195341011,0.06264699333588727,0.028462374693799784,0.17444752076115144,recommendation
2082,-0.003539360842900529,0.00011331150555387096,0.051161732477786284,0.07733700441784977,0.07733700441784977,0.06928577496271199,-0.006169831402539915,0.06162395932720685,0.027465220632057478,0.1779732555427132,recommendation
2083,-0.003580666442376113,-2.40309660402456e-05,0.051560675448324864,0.07845842134911399,0.07845842134911399,0.0701175933085336,-0.006269920539439316,0.060566690937230966,0.02651131569736521,0.1814261017088049,recommendation
2084,-0.003619067462070311,-0.00015509457935490925,0.051956441265033376,0.07957821641510282,0.07957821641510282,0.07094673391117184,-0.006366699536138023,0.059482257080165496,0.025598061659826022,0.1847901167661661,recommendation
2085,-0.0036548158271020384,-0.0002803116268127806,0.05234960458836581,0.08069579326140575,0.08069579326140575,0.07177281760431073,-0.0064602873133940055,0.05837574503114325,0.02472317776947056,0.18805480792785845,recommendation
2086,-0.0036881300644436045,-0.00040004637797511067,0.0527405809975795,0.0818106474435499,0.0818106474435499,0.07259560209460134,-0.006550801911290517,0.05725079166395075,0.023884565210801238,0.19121362104488945,recommendation
2087,-0.003719186446418046,-0.0005146086082830695,0.05312978951482264,0.0829224110825356,0.0829224110825356,0.07341478757483802,-0.0066383594186461906,0.05611003760885366,0.02308037539084998,0.19426282498670505,recommendation
2088,-0.003748144394533994,-0.0006242689942146593,0.053517413192833166,0.0840307386684144,0.0840307386684144,0.07423018626213743,-0.006723077868114269,0.05495536548517843,0.022308891332665313,0.19720074313462216,recommendation
2089,-0.003775137091480644,-0.000729264206339255,0.053903671248373045,0.08513538793002023,0.08513538793002023,0.07504164203950278,-0.006805071794116432,0.05378808445499825,0.021568503879770228,0.20002719858110993,recommendation
2090,-0.003800284218728611,-0.0008298038547313764,0.054288678253720954,0.08623616884321111,0.08623616884321111,0.07584900967898867,-0.006884453349894385,0.052609147874056614,0.020857998544287774,0.20274308003480745,recommendation
2091,-0.0038236945795113303,-0.0009260806863473983,0.05467257789266622,0.08733287727605256,0.08733287727605256,0.07665218166443788,-0.006961327285704625,0.05141919882705921,0.020176453051705224,0.20534999609507296,recommendation
2092,-0.0038457555525384535,-0.0010185841264618578,0.05505253990363318,0.08842608759860568,0.08842608759860568,0.07745171059037165,-0.007035788571638491,0.05022318868474576,0.019522671949042548,0.20784657064644488,recommendation
2093,-0.0038670596284337694,-0.0011080065498425377,0.05542366859834588,0.08951682962483426,0.08951682962483426,0.07824863625051293,-0.007107929334132521,0.04902904680116969,0.018895346640913076,0.21022942660506486,recommendation
2094,-0.003888024195309146,-0.0011948630833101583,0.05578265897323788,0.09060583371356414,0.09060583371356414,0.07904370602392707,-0.007177834614070996,0.047842231007058963,0.018293158120928837,0.21249755848007895,recommendation
2095,-0.00390894398848989,-0.0012795400017339836,0.056127303578518306,0.09169356201168188,0.09169356201168188,0.07983741477493803,-0.00724559219124834,0.04666639731441179,0.01771494539439036,0.21465147245906346,recommendation
2096,-0.003930032431922652,-0.0013623241592820787,0.05645619773859796,0.09278032731448056,0.09278032731448056,0.08063014941414418,-0.007311276264699242,0.0455040218748155,0.017159559048221463,0.21669283182483623,recommendation
2097,-0.003951359965623603,-0.001443440002669369,0.05676852989167998,0.09386627152890929,0.09386627152890929,0.08142216282632925,-0.007374970051380119,0.04435662017488372,0.01662593083728885,0.21862406169588008,recommendation
2098,-0.0039729018246210165,-0.0015230505225633031,0.05706397082783571,0.0949514485806004,0.0949514485806004,0.08221355208114714,-0.007436746903572116,0.04322499111728709,0.016113026243346745,0.22044806822374732,recommendation
2099,-0.003994628489420721,-0.0016012887543006248,0.057342414471914474,0.09603587763756281,0.09603587763756281,0.08300447579162332,-0.007496676259126353,0.042109506285178504,0.015619894295371948,0.22216810495183645,recommendation
2100,-0.004016524145354543,-0.0016782534539117044,0.05760396492142068,0.0971195197698807,0.0971195197698807,0.08379495656608205,-0.007554827836208422,0.04101021339931191,0.015145614752811596,0.22378760251678703,recommendation
