year,ssp119,ssp126,ssp245,ssp334,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2015,-0.0614674260794531,-0.06065851862148064,-0.055500355743206886,-0.0227683646199498,-0.035248990754234044,-0.042932292104538416,-0.042932292104538416,-0.045396586625001456,-0.045396586625001456,-0.06338744718710798,-0.06338744718710798,p95-p50
2016,-0.0458766766259755,-0.045067769168003036,-0.03990960628972928,-0.0071776151664721954,-0.01965824130075644,-0.027341542651060813,-0.027341542651060813,-0.029805837171523852,-0.029805837171523852,-0.04779669773363038,-0.04779669773363038,p95-p50
2017,-0.03131142796571107,-0.030502520507738606,-0.025344357629464853,0.007387633493792234,-0.005092992640492011,-0.012776293990796384,-0.012776293990796384,-0.015240588511259423,-0.015240588511259423,-0.03323144907336595,-0.03323144907336595,p95-p50
2018,-0.02101844508531381,-0.020209537627341345,-0.015051374749067592,0.017680616374189495,0.00519999023990525,-0.0024833111103991223,-0.0024833111103991223,-0.004947605630862162,-0.004947605630862162,-0.022938466192968687,-0.022938466192968687,p95-p50
2019,-0.01262749502820426,-0.011818587570231798,-0.0066604246919580445,0.026071566431299042,0.013590940297014797,0.005907638946710425,0.005907638946710425,0.0034433444262473856,0.0034433444262473856,-0.01454751613585914,-0.01454751613585914,p95-p50
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2021,0.014766410864946344,0.012510632263511123,0.004726337323487817,-0.018984567828160714,-0.010700716725925652,-0.003024243016076289,-0.003024243016076289,-0.0015185435346654064,-0.002850835638896987,0.012523956334849817,0.012523956334849817,p95-p50
2022,0.03123197807719924,0.025589472434907057,0.00801431735246938,-0.03271849388933967,-0.019236343388038923,-0.00393496896667056,-0.00393496896667056,-0.0015583079464592808,-0.005262219519764355,0.023532590656232144,0.023532590656232144,p95-p50
2023,0.04902642211217434,0.03913589368699544,0.010233057797436995,-0.04250192355627658,-0.026160088269338688,-0.0032203382140522097,-0.0032203382140522097,-0.0004808195189593967,-0.007335225621862285,0.03342613394776428,0.03342613394776428,p95-p50
2024,0.06792179419309408,0.0530636583697226,0.01165869741153347,-0.049357767411134845,-0.031893382283591065,-0.0013164255011970383,-0.0013164255011970383,0.001391500529786538,-0.009135716247660075,0.0425427041843478,0.0425427041843478,p95-p50
2025,0.08778945433187435,0.06736877531112473,0.012503798665191357,-0.05403241915802892,-0.03672959812109022,0.0014480009977628772,0.0014480009977628772,0.003908318037478931,-0.01076886283732803,0.05106641367241449,0.05106641367241449,p95-p50
2026,0.10843637152312391,0.0820195393291483,0.012918990269772834,-0.057089949059222045,-0.040922778922846126,0.0049062339692216295,0.0049062339692216295,0.0068779772806083495,-0.012253011162784655,0.05916393402585385,0.05916393402585385,p95-p50
2027,0.12986167499867052,0.0970354111776428,0.01296823709382977,-0.05893767147281692,-0.04461989039467629,0.0089146619368351,0.0089146619368351,0.010207291173461974,-0.013633228745218329,0.06703605801519641,0.06703605801519641,p95-p50
2028,0.1520065438776279,0.11238689486827647,0.012769732156668878,-0.05987112724580235,-0.04794923518868455,0.013346834191250823,0.013346834191250823,0.013853385508557747,-0.014957413872257797,0.07470723723399142,0.07470723723399142,p95-p50
2029,0.17481263881454773,0.12804411429042173,0.012416303021235753,-0.060131644548467755,-0.051010703415185876,0.018083379906135955,0.018083379906135955,0.017741837114445436,-0.016225087570782004,0.08224871412043444,0.08224871412043444,p95-p50
2030,0.19827568289840636,0.14403561917638863,0.01193920195869369,-0.05987859303880083,-0.05385005719794833,0.023045219611737777,0.023045219611737777,0.021790555479254792,-0.017457296986745585,0.08972789547213877,0.08972789547213877,p95-p50
2031,0.2170598423300209,0.15813264509443337,0.012919224368439064,-0.05500370592414128,-0.05635216666892062,0.028519955038770473,0.028519955038770473,0.026050334414144283,-0.018381000819142956,0.09564704863997286,0.09564704863997286,p95-p50
2032,0.23238178992772096,0.17080241138656327,0.014963545519235288,-0.046619116800807325,-0.058591833969911966,0.034392412319370735,0.034392412319370735,0.030482030565076146,-0.01904353715154483,0.10039998002648198,0.10039998002648198,p95-p50
2033,0.24514579430979805,0.18243719342003117,0.017818390249788818,-0.0355566855023467,-0.060647790283551606,0.0405507547492957,0.0405507547492957,0.03501870567510568,-0.0195444358497483,0.10428186899333425,0.10428186899333425,p95-p50
2034,0.25600540116410836,0.1933307918725798,0.021273412447048723,-0.02247262860515553,-0.06255449805740887,0.04699110281281493,0.04699110281281493,0.0396874136442138,-0.019911178546515473,0.1075436650399797,0.1075436650399797,p95-p50
2035,0.2654620975600685,0.20369994396000962,0.025215166511550313,-0.007748223256566655,-0.0643831347249989,0.05366038391536909,0.05366038391536909,0.0444800297634661,-0.020154451467155,0.11036088193575955,0.11036088193575955,p95-p50
2036,0.27387180366208413,0.21367749543682069,0.029553168796424556,0.008250283136688519,-0.06612152469087174,0.06048467950944392,0.06048467950944392,0.04933458463962048,-0.020314755873350188,0.11285518635822167,0.11285518635822167,p95-p50
2037,0.28152357588152305,0.2233946437913491,0.03414457121934611,0.025253257164376874,-0.06780064737152558,0.06745471338965747,0.06745471338965747,0.054241269508389034,-0.020407988769734264,0.11512314317903583,0.11512314317903583,p95-p50
2038,0.28863322744841174,0.2329381946461151,0.038946508867863217,0.04309907789230005,-0.06944349769702474,0.07455029348271902,0.07455029348271902,0.059214057314485036,-0.02046555418599305,0.11717216005548436,0.11717216005548436,p95-p50
2039,0.29536677626589275,0.24235588774626132,0.04394136369354651,0.0616861965330151,-0.07104100911676081,0.08176343674669329,0.08176343674669329,0.0642437083860401,-0.020503213303952883,0.11912041588184274,0.11912041588184274,p95-p50
2040,0.30180025311188974,0.25168525576923373,0.049054869178642546,0.08087422251685172,-0.07261364674552673,0.08907791161483636,0.08907791161483636,0.0693561867749164,-0.02050393831614772,0.12096754739631299,0.1209675473963131,p95-p50
2041,0.30744731643946216,0.259929949162767,0.05453305502534367,0.0966885447752186,-0.07415796220741522,0.09711410833018852,0.09711410833018852,0.07481187346472495,-0.02009515605449519,0.12586155149334177,0.12331142720870492,p95-p50
2042,0.3125189582894083,0.26737665974979863,0.060296627742105535,0.11005608217024843,-0.07567901978930791,0.10576498700854886,0.10576498700854886,0.08047333121491262,-0.019376440938277728,0.1330495673849682,0.1260075544144036,p95-p50
2043,0.3171806234965863,0.2742185857071069,0.0663062199222535,0.12160118156998356,-0.07718248964488694,0.11487862167662355,0.11487862167662355,0.08628209736545334,-0.01840961105095007,0.14205232648440602,0.12896708380520683,p95-p50
2044,0.3215447431138693,0.2806286954957949,0.07250267876894545,0.13178857686250978,-0.07867437433688718,0.12435584086170015,0.12435584086170015,0.09224060969928838,-0.017264912295395285,0.15245309840200794,0.13214092445088454,p95-p50
2045,0.325701195604893,0.2867400931937759,0.07884289398724365,0.14097734074565693,-0.08015806355466049,0.13421410132494638,0.13421410132494638,0.09832307978052579,-0.01598749259895227,0.16390413863866604,0.1354811125506865,p95-p50
2046,0.32971193070090854,0.29263217891034243,0.08530109860771296,0.14943640056192853,-0.0816356044431783,0.1443663421328366,0.1443663421328366,0.10449214112536775,-0.014617010621420956,0.1762283509414363,0.13895501453695114,p95-p50
2047,0.33365029824907916,0.29837468359154784,0.09188253581191774,0.1573903939055158,-0.0831082167704763,0.15475431566825637,0.15475431566825637,0.11081042046695722,-0.013165657190286617,0.18925283093285017,0.14254748258789773,p95-p50
2048,0.3375524329708802,0.30401095885093266,0.0985594807353033,0.1649654520898891,-0.08457224821932618,0.16531943045467323,0.16531943045467323,0.11722611634645841,-0.011609465643328654,0.20284120741308437,0.14624669199646523,p95-p50
2049,0.34143651895300964,0.3095793970078332,0.10534639779631516,0.17225208907391965,-0.0860277740814086,0.17607200478085705,0.17607200478085705,0.12372625570716944,-0.010009939783204858,0.21694501831781693,0.15001360872145264,p95-p50
2050,0.3453622818580796,0.315106921986081,0.11222308443451279,0.17936859800361493,-0.08748487232705471,0.1870233016825681,0.1870233016825681,0.1303566791315679,-0.008362977273404515,0.23149395228029712,0.15384477859637335,p95-p50
2051,0.34869917161887837,0.32015638464894974,0.11850044469133258,0.185750287994482,-0.08843411808805779,0.19562444178034583,0.19562444178034583,0.1362060441372116,-0.006448824483917592,0.24380933219008089,0.15610988952828653,p95-p50
2052,0.3515949014662997,0.3248554939640678,0.12436778294293793,0.19158750718000928,-0.08897858606139675,0.20248201302680136,0.20248201302680136,0.14150203028230146,-0.004348590014977893,0.2544667620449405,0.1572002298717241,p95-p50
2053,0.35417192807973896,0.32929326594832153,0.1299028560407438,0.19703141984535988,-0.08920558405140633,0.20805392699380693,0.20805392699380693,0.14635952308942324,-0.0020804161961383016,0.26390614528574285,0.1574506969278886,p95-p50
2054,0.35651989651262495,0.3335509029101765,0.13521124089928682,0.2022012313541084,-0.08922498923886124,0.21265395392542263,0.21265395392542263,0.150914963928374,0.0003593757443198786,0.27244898761685454,0.15703868291700585,p95-p50
2055,0.3586889586047089,0.33768041310966146,0.14037247902092886,0.20717457690811752,-0.0890574911467853,0.21654701280782618,0.21654701280782618,0.1552757415443573,0.002884079363515424,0.2803420454963911,0.15615858378367842,p95-p50
2056,0.3607259812284562,0.34171321637096863,0.14542999093449538,0.21199507064204043,-0.08877814270001416,0.21991348753794926,0.21991348753794926,0.15949243202982155,0.005494799304509135,0.28777249076355116,0.15491532950348197,p95-p50
2057,0.36267259367539123,0.34567286277599985,0.15042929480488376,0.21670991268494266,-0.0884088520055959,0.22288627876758227,0.22288627876758227,0.16359648028604223,0.008183858381910492,0.29487652774217527,0.1534172040373757,p95-p50
2058,0.36455677533582614,0.3496002595930736,0.1553655254229691,0.22135395035248773,-0.08793844549754415,0.2255567581170564,0.2255567581170564,0.16762214019415245,0.010944094871013443,0.3017470599321125,0.15171195106380087,p95-p50
2059,0.3663980862422918,0.35350869505309557,0.16028576737486755,0.22592451580418899,-0.08743403927276105,0.2280067307016661,0.2280067307016661,0.1716058779154941,0.013739779368538207,0.3084561649063127,0.14986389052171245,p95-p50
2060,0.36821324157060326,0.35740665537890653,0.16521159804415508,0.23046892852114692,-0.08688710862360116,0.23031727363616722,0.23031727363616722,0.17558197792941832,0.016570151794114585,0.3150621909787686,0.14789643856315382,p95-p50
2061,0.37006228469655705,0.36095978001898466,0.16976387038625346,0.23472428725942746,-0.08622827418266932,0.23253034796088123,0.23253034796088123,0.17874823614211827,0.019595545048376017,0.3208275962273552,0.1464865201892559,p95-p50
2062,0.37193391693159267,0.3642571584474825,0.17404448463352296,0.238766288082217,-0.08549288389712051,0.2346899978307827,0.2346899978307827,0.18132172984325712,0.022742633452051186,0.3259593919136013,0.14547280909665017,p95-p50
2063,0.3738227025768388,0.36736740647217886,0.17812559843946651,0.24264400842861578,-0.08468900987493222,0.2367931845863382,0.2367931845863382,0.18347261237754808,0.025985912244946063,0.3306254203001135,0.14476876541131456,p95-p50
2064,0.37571985355625737,0.37034034785368874,0.1820840799324681,0.24638523729353412,-0.0838427389087093,0.23885068454553038,0.23885068454553038,0.18529700944540528,0.02931826382727809,0.3349521452032707,0.14429968902964618,p95-p50
2065,0.3776317739083596,0.37321260546116747,0.1859619324283156,0.25005856786624175,-0.0829412892863105,0.24088324857296795,0.24088324857296795,0.18690113671527736,0.032766213463804705,0.33903438634155436,0.14400365812827642,p95-p50
2066,0.3795478968435158,0.3760156399683352,0.18978338655505111,0.2536937301461188,-0.08202185985702037,0.24290749565961484,0.24290749565961484,0.1883148157825077,0.03627041927428121,0.3429548847419226,0.14383879500034413,p95-p50
2067,0.38146680759108087,0.37876427341802493,0.19358495548825827,0.2572835325643658,-0.08107589634012524,0.24492312432541796,0.24492312432541796,0.18959629104126163,0.03985416522726515,0.346758369053851,0.14377853035587473,p95-p50
2068,0.38339981988271665,0.3814810980816888,0.19735849730774474,0.26085069300943403,-0.08010558453551131,0.24693513676685253,0.24693513676685253,0.1908043919297135,0.04348576398503201,0.3504908641220341,0.14378491891311684,p95-p50
2069,0.385351514785294,0.3841752861840225,0.2011296912597258,0.2644060132144765,-0.07911468651439346,0.2489628335538306,0.2489628335538306,0.19193616184184398,0.04714510955365414,0.3541694688425404,0.14384705266262476,p95-p50
2070,0.3873061142540846,0.386851397551945,0.2049360456517964,0.267966275834452,-0.078120339999188,0.25098819681403145,0.25098819681403145,0.19301689302598946,0.05085380810762352,0.3578052847384573,0.14395419499553286,p95-p50
