year,ssp119,ssp126,ssp245,ssp334,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2015,-0.0794813762942981,-0.07790174780563383,-0.07859154012760805,-0.04237425201589354,-0.06558746724366186,-0.06991346473959086,-0.06955402961283294,-0.07391621519726352,-0.07391621083545902,-0.08953674878122121,-0.0893302940042825,p05-p50
2016,-0.059898950734528375,-0.0583193222458641,-0.05900911456783832,-0.022791826456123807,-0.046005041683892134,-0.050331039179821124,-0.04997160405306321,-0.05433378963749379,-0.05433378527568928,-0.06995432322145148,-0.06974786844451278,p05-p50
2017,-0.04202375171445068,-0.0404441232257864,-0.04113391554776062,-0.004916627436046109,-0.028129842663814436,-0.032455840159743427,-0.03209640503298551,-0.03645859061741609,-0.03645858625561158,-0.05207912420137379,-0.051872669424435074,p05-p50
2018,-0.027417483025502565,-0.025837854536838293,-0.02652764685881251,0.009689641252902004,-0.013523573974866324,-0.017849571470795314,-0.0174901363440374,-0.02185232192846798,-0.02185231756666347,-0.03747285551242568,-0.03726640073548696,p05-p50
2019,-0.013977182780134094,-0.012397554291469822,-0.013087346613444038,0.023129941498270475,-8.327372949785278e-05,-0.004409271225426843,-0.004049836098668928,-0.00841202168309951,-0.008412017321294998,-0.024032555267057207,-0.02382610049011849,p05-p50
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p05-p50
2021,0.014710839508203372,0.012170987955746393,0.010856684324098656,-0.014970356952275304,0.0016570634438369813,0.005925367523772762,0.005475060972966371,0.009330782332510147,0.008258617056620676,0.020707371179444586,0.020447649224054964,p05-p50
2022,0.029829785548567612,0.024043103412387724,0.020010320593569754,-0.02395074712633706,0.004520631647795002,0.012965094300639711,0.01172946497775568,0.019291790943367554,0.01644862483154618,0.03896763233502906,0.03839925544336361,p05-p50
2023,0.045020879091748095,0.03560117560298561,0.027844605184345655,-0.02852304994465696,0.008310267483316189,0.020911968146591783,0.018155249327864918,0.02947499200134707,0.024611910027406765,0.055522107235450986,0.05461253150626782,p05-p50
2024,0.06009659012571261,0.04682938262047052,0.03466564027425343,-0.02989999983542968,0.012806851983753306,0.02953813557921214,0.02426644830986018,0.0395638996801414,0.032809402401269436,0.07095236328804001,0.06968174827323811,p05-p50
2025,0.07498025196617356,0.05778744078845377,0.04071949448821399,-0.028955730575336597,0.01787052645042327,0.03867296200400967,0.029731532019273067,0.04943854818209363,0.04103889346991725,0.08561978419765522,0.0839762472305515,p05-p50
2026,0.08953947097238328,0.06850676131735724,0.04619223456671995,-0.026342239649389795,0.02336753637536751,0.048273751901046574,0.03441773642982435,0.05895438886786737,0.049364680224918994,0.09982320666689432,0.09780122548868969,p05-p50
2027,0.10383025449576316,0.07905693219993924,0.05117272157057631,-0.022528938875654464,0.029234969491800857,0.05828330171594107,0.038226515908378236,0.06806493757011191,0.05779982557770839,0.11385238614287752,0.11145121448019185,p05-p50
2028,0.11784519732579493,0.08944783602452619,0.05579530203264577,-0.01785954665767489,0.035402990606392445,0.06863543093614453,0.04108100565842025,0.07676914543481037,0.06633406744467675,0.12778789544549082,0.12500901198899064,p05-p50
2029,0.13156027906044693,0.09967131940771017,0.06015336857670713,-0.012612296818992189,0.041799013271512336,0.07923945378122707,0.042902900945329156,0.08502240528408589,0.07498073990889928,0.14172382081851922,0.1385707954591984,p05-p50
2030,0.14501248324003246,0.10978275299824938,0.06428425318136186,-0.006973079420694542,0.048401453043608544,0.0900416379397373,0.04366707718128821,0.09277925087702424,0.08373278396850503,0.15574567183753515,0.1522236888865565,p05-p50
2031,0.1542958476443662,0.1184925087948835,0.06962840171239071,0.0006106598904768931,0.055273486789128315,0.10141531411300776,0.04378249620668548,0.10006238009111053,0.09277482953928032,0.16870450316666036,0.1648199103179682,p05-p50
2032,0.16042568431738752,0.12606212561597419,0.07578936920985624,0.009674940675945348,0.062352466694932704,0.11322196839868841,0.043308905883472436,0.10696648031307054,0.10204121561301671,0.18093782857536564,0.17669822662180862,p05-p50
2033,0.164253454347708,0.13272930533201477,0.08247707507465757,0.019888342433758643,0.06955250969403731,0.12531670424331237,0.04240925818713317,0.11360861851124128,0.11136960604389401,0.19270689228010007,0.18812505056760404,p05-p50
2034,0.1663880123062751,0.13866791076485863,0.089448269680182,0.030965131086749108,0.07682496805245434,0.13766253872415127,0.041270164447354235,0.12013955008655303,0.1206804186694242,0.20422019974627703,0.19931091450816776,p05-p50
2035,0.16729175512805217,0.14400074492721832,0.09656549391691051,0.0428092832497477,0.0840848940251959,0.15017850041885825,0.03997115675529206,0.1266345949158551,0.12992363762379927,0.21560831945518308,0.21038691006953514,p05-p50
2036,0.16731663253738538,0.1488269982477053,0.10375817287759644,0.055272811673353156,0.09136501498185212,0.16280070037964783,0.03856602114699679,0.1331215521692468,0.13906490620083564,0.22698212280303717,0.22146527339346742,p05-p50
2037,0.16673485628377804,0.15324191450159982,0.11089094352711715,0.06825414752331103,0.0986393973080172,0.1755176101437308,0.037126681046086546,0.13964379141607391,0.14808543103678495,0.23841265705692619,0.23261691699976503,p05-p50
2038,0.16577077498521386,0.1573334158055043,0.11795705795940008,0.08171853338253204,0.1059139172109876,0.1883323794226026,0.0357170012534754,0.14627649379289845,0.15697859933086342,0.24990664819095504,0.24384945905014727,p05-p50
2039,0.1645752427758943,0.16113444595318485,0.12495049484866423,0.09565854191814628,0.11320083587101314,0.20123611132661195,0.034371017916344886,0.15303549017512355,0.1657319579627331,0.2615592701616887,0.2552563050537166,p05-p50
2040,0.16322599152988543,0.16468917466753052,0.1318251708089579,0.11000670352957344,0.1204972003947167,0.21422713793181128,0.03311731307117309,0.15997683084502531,0.17438494844918637,0.2733618970493675,0.2668291002437901,p05-p50
2041,0.16127115256639418,0.16702855260260474,0.13883153898682032,0.12086625806021016,0.12767360410890022,0.22772392231446031,0.032394153893786144,0.16723603496424244,0.1831504190916343,0.2871722931908198,0.27878846652196965,p05-p50
2042,0.15891136431356884,0.1684660715138213,0.14588741853733667,0.1292063480880013,0.1347593902102146,0.24166617850373845,0.03221058153013766,0.17469532604558763,0.19195241302252689,0.30208684551112464,0.2910334161905767,p05-p50
2043,0.15629830080024182,0.16923839160982374,0.15292648520197066,0.13567477853947885,0.14176229335386598,0.2559252259549022,0.03254321586931606,0.1822800704788725,0.20071766074275135,0.3170976345080535,0.30347601811176445,p05-p50
2044,0.15352677274229504,0.16955023104813882,0.159870943946893,0.1407460083033129,0.14868491416922394,0.2704186437890611,0.03337738137254517,0.18997828528177566,0.20936632769089003,0.3314602847959017,0.3160678653951327,p05-p50
2045,0.15066716785379075,0.16955298255767343,0.16666455673218256,0.14477638172045987,0.15552623953113734,0.2851728062601546,0.034784191902264,0.19775080532200817,0.21784738429257167,0.3446360800925505,0.32875834209882054,p05-p50
2046,0.14775043744883398,0.16932462360719064,0.17326303520159114,0.1480310972735544,0.16227444723471113,0.3000955853789881,0.03669640187852461,0.20553786160781198,0.2261093270718295,0.35634071876804746,0.3415008432116363,p05-p50
2047,0.144841218796454,0.16894903459355284,0.1796785430318682,0.1507354823664655,0.16893652281394061,0.3151408764847936,0.03908038874654574,0.21340332422237457,0.23414994219454627,0.3663798673601539,0.35428513705242815,p05-p50
2048,0.14196717235750184,0.16847847806652452,0.18589276586549797,0.1530226216050699,0.1755239883487022,0.3302611514529474,0.0418908581543948,0.22129653373804584,0.2420063272827068,0.37463665364250887,0.3671052787336985,p05-p50
2049,0.13916004798320003,0.16797522581175342,0.1919510408545146,0.15499996934438437,0.18206203014072536,0.3454946542336258,0.045161940839985405,0.22922643651109764,0.2496494766773067,0.38112849914574254,0.3799456939920375,p05-p50
2050,0.13649910714131064,0.16749631569839185,0.19787287349771226,0.1568038555898965,0.18857287215786686,0.3608868239596285,0.04893151378861663,0.23726945022152116,0.2571245411718083,0.38587325391640104,0.39283345787871354,p05-p50
2051,0.13367518587599544,0.16685404443700705,0.20303037639446087,0.1583844520813511,0.19542552590378334,0.37460989369131625,0.05135952505971459,0.24469215322528315,0.2645961248472664,0.38689450673670756,0.4045560451121289,p05-p50
2052,0.13076718974670268,0.16612281577293703,0.20762033291121024,0.15980823572851685,0.2025569303551576,0.3871054075844929,0.052883356378788056,0.2516810467624139,0.2719984024644256,0.38490485960760373,0.4153462167016128,p05-p50
2053,0.1278607889325141,0.1653549511749239,0.2117267515625642,0.16113071575594914,0.20990778991113176,0.398703176699017,0.05383372581437708,0.2583132583799091,0.27931070754724685,0.3806661163956129,0.4253590143147842,p05-p50
