year,ssp119,ssp126,ssp245,ssp334,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2015,-0.005408387351530389,-0.005390721279808577,-0.005490093430774714,-0.005408387351530389,-0.005332591215638069,-0.005332591215638069,-0.005338971075353445,-0.0050582500660295345,-0.005058248923328823,-0.005465152381749189,-0.005465251315937678,p95-p50
2016,-0.004468175712003626,-0.004450509640281814,-0.004549881791247951,-0.004468175712003626,-0.004392379576111306,-0.004392379576111306,-0.004398759435826682,-0.0041180384265027715,-0.00411803728380206,-0.004524940742222426,-0.004525039676410915,p95-p50
2017,-0.003459125514662294,-0.003441459442940482,-0.0035408315939066196,-0.003459125514662294,-0.0033833293787699746,-0.0033833293787699746,-0.0033897092384853507,-0.00310898822916144,-0.003108987086460728,-0.003515890544881094,-0.0035159894790695832,p95-p50
2018,-0.002390707288276733,-0.002373041216554921,-0.0024724133675210584,-0.002390707288276733,-0.0023149111523844135,-0.0023149111523844135,-0.0023212910120997896,-0.0020405700027758787,-0.002040568860075167,-0.002447472318495533,-0.002447571252684022,p95-p50
2019,-0.0012703264607566208,-0.0012526603890348088,-0.0013520325400009463,-0.0012703264607566208,-0.0011945303248643013,-0.0011945303248643013,-0.0012009101845796774,-0.0009201891752557666,-0.0009201880325550547,-0.0013270914909754208,-0.00132719042516391,p95-p50
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p95-p50
2021,0.0013473780906931316,0.0013246870906714944,0.0014523102828116058,0.0013473780906931316,0.001251136982331657,0.001251136982331657,0.0012593247157829356,0.0009013193116229508,0.0009013204693731625,0.0014199365161641723,0.0014199565359196732,p95-p50
2022,0.002726793418473957,0.0027003597988588205,0.0029873882335543986,0.002726793418473957,0.0025495764832484703,0.0025495764832484703,0.0025682430103406394,0.0017652539832397895,0.0018155156844560372,0.0029346503836585446,0.002934630125689258,p95-p50
2023,0.004058242227234879,0.004087973511341403,0.004568809472532805,0.004058242227234879,0.0038775918169841606,0.0038775918169841606,0.003909353204770722,0.0025666205496421256,0.0028020779099417713,0.0045415650101002045,0.0045413951299994,p95-p50
2024,0.005286936187274776,0.005460589023916633,0.006171448864367626,0.005286936187274776,0.0052228061384058146,0.0052228061384058146,0.005270109335027143,0.003287900399605831,0.0039010682229335507,0.006238495024011291,0.0062380300587118985,p95-p50
