year,ssp119,ssp126,ssp245,ssp334,ssp370,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-gidden,ssp434,ssp460,ssp534-over,ssp585,percentile
2015,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,-0.007651598515965363,p05-p50
2016,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,-0.0057602939445886014,p05-p50
2017,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,-0.0038903137290806633,p05-p50
2018,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,-0.0019660638346278847,p05-p50
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p05-p50
2020,0.002934714012263029,0.0026615261743559437,0.0037531413156229876,0.005511791108213704,0.004256681881989632,0.004256681881989632,0.004041640741397512,0.004853522642448593,0.00485352166822689,0.003683600671830378,0.003555190453524537,p05-p50
2021,0.005331653923737356,0.0047101323473864865,0.007192269921971417,0.010431330236522873,0.008333090145534627,0.008333090145534627,0.007845993888183078,0.009688914072900623,0.009688920080302421,0.007032104513365334,0.006741502727622917,p05-p50
2022,0.007193156233173514,0.006190275817815394,0.010369377502552735,0.014906496648969536,0.012287635499495075,0.012287635499495075,0.011321613785802931,0.014477420683528586,0.014534480157593899,0.010128853978516983,0.009644848480783508,p05-p50
2023,0.008509520607781595,0.0071706257970118314,0.01333114217424819,0.019047740311219974,0.016167085548077997,0.016167085548077997,0.014268040947466865,0.019100656004363614,0.01936582365535161,0.013076247200699054,0.012377807987831724,p05-p50
2024,0.009282404783526765,0.0077078326811412246,0.016113985653282314,0.02293756099006755,0.02000425427268443,0.02000425427268443,0.01655682747579218,0.02348207348003889,0.024166533264713796,0.01594710322573989,0.015021306608113405,p05-p50
